qid,title,sent_chars,n_chunks_strict,n_chunks_quoted,best_token_containment,token_margin,token_unique,short,adjacent_chunks,n_title_chunks
5ae7ecb2554299540e5a569f,"Beaverton, Oregon",79,0,0,0.6429,0.0,False,False,False,37
5ab92783554299131ca42289,Fort Pickering,197,1,1,1.0,0.5172,True,False,False,12
5ab92783554299131ca42289,Anglo-Dutch Wars,397,0,0,0.4857,0.1714,False,False,False,46
5adccc0c55429947343537a6,Princess Louise of Prussia (1770–1836),185,1,1,1.0,0.4231,True,False,False,16
5adccc0c55429947343537a6,Frederick the Great,152,0,0,0.7619,0.3333,False,False,False,81
5a764d6b5542992d0ec06096,William Walton,115,0,0,1.0,0.2941,True,False,False,60
5a764d6b5542992d0ec06096,Carl Maria von Weber,209,0,0,0.6774,0.1935,False,False,False,40
5a83a7265542990548d0b20f,Mixed martial arts in Ontario,143,1,1,1.0,0.5,True,False,False,23
5a83a7265542990548d0b20f,UFC 129,178,1,1,1.0,0.6,True,False,False,11
5add0ae05542992c1e3a2521,John R. Redman,101,1,1,1.0,0.5556,True,False,False,5
5add0ae05542992c1e3a2521,John R. Redman,163,1,1,1.0,0.4815,True,False,False,5
5add0ae05542992c1e3a2521,Chester W. Nimitz,114,0,0,0.8889,0.3333,True,False,False,61
5a7cc02c554299452d57ba00,Lynda Blutreich,146,0,0,1.0,1.0,True,False,False,1
5a7cc02c554299452d57ba00,"Lynn, Massachusetts",91,0,0,0.9167,0.25,True,False,False,72
5a77323655429972597f1496,Diary of a Chav,119,1,1,1.0,0.4,True,False,False,4
5a77323655429972597f1496,Grace Dent,118,0,0,0.5294,0.1176,False,False,False,14
5a7a2a735542996c55b2dd2c,Mate Pavić,95,0,0,0.9333,0.5333,True,False,False,26
5a7a2a735542996c55b2dd2c,Andrés Gómez,118,0,0,0.8947,0.4737,True,False,False,7
5a7a2a735542996c55b2dd2c,Andrés Gómez,58,1,1,1.0,0.1667,True,False,False,7
5ab29392554299545a2cf99a,Rayane Bensetti,101,0,1,1.0,0.2941,True,False,False,4
5ab29392554299545a2cf99a,Danse avec les stars,196,0,0,1.0,0.9,True,False,False,17
5a7e8ae95542997cc2c47561,Kellie Pickler (album),337,0,0,0.9649,0.5789,True,False,False,5
5a7e8ae95542997cc2c47561,Best Days of Your Life,131,0,0,0.95,0.4,True,False,False,10
5a78e1a4554299029c4b5ec3,Dana Fox,192,0,0,0.9333,0.4667,True,False,False,6
5a78e1a4554299029c4b5ec3,What Happens in Vegas,143,0,0,0.9565,0.5217,True,False,False,15
5ab3eec6554299753aec59f7,Tamupiwa Dimairo,126,1,1,1.0,0.7619,True,False,False,3
5ab3eec6554299753aec59f7,Melbourne City FC,100,0,0,0.9167,0.25,True,False,False,42
5ac4d46a554299076e296e08,Love Story (Taylor Swift song),132,0,0,0.9545,0.2273,True,False,False,39
5ac4d46a554299076e296e08,Fearless (Taylor Swift album),68,0,0,1.0,0.0,False,False,False,43
5abb6c38554299642a094a90,Pueblo (game),108,1,1,1.0,0.6875,True,False,False,6
5abb6c38554299642a094a90,Taos Pueblo,123,0,0,1.0,0.5,True,False,False,27
5a83404a55429966c78a6b5c,Bridger Trail,148,1,1,1.0,0.35,True,False,False,6
5a83404a55429966c78a6b5c,"Virginia City, Montana",89,1,1,1.0,0.4,True,False,False,23
5adfb553554299603e418383,1941 Wisconsin Badgers football team,120,1,1,1.0,0.5882,True,False,False,4
5adfb553554299603e418383,Big Ten Conference,160,0,0,1.0,0.5,True,False,False,105
5a7cd5f155429909bec76832,Horrocks Block,219,0,0,0.9286,0.7143,True,False,False,2
5a7cd5f155429909bec76832,Jeremiah Horrocks,204,0,0,0.931,0.5517,True,False,False,23
5a7907b055429974737f7949,1994 New York Yankees season,238,0,0,0.9697,0.4545,True,False,False,16
5a7907b055429974737f7949,Don Mattingly,173,0,0,1.0,0.5556,True,False,False,52
5abd8cca5542996e802b47be,Anthophila abhasica,129,1,1,1.0,1.0,True,False,False,1
5abd8cca5542996e802b47be,Georgia (country),201,0,0,0.88,0.44,True,False,False,138
5a85ffdf5542994775f606ec,Porfirio Salinas,111,0,1,1.0,0.2632,True,False,False,10
5a85ffdf5542994775f606ec,Lyndon B. Johnson,127,0,0,0.8235,0.0588,True,False,False,136
5a7fa7f25542994857a767a2,Herricks Union Free School District,128,0,0,0.8947,0.3684,True,False,False,8
5a7fa7f25542994857a767a2,"Herricks, New York",44,0,0,0.875,0.125,True,False,False,27
5abdad555542992ac4f382e8,The War of the Roses (film),118,0,0,1.0,0.45,True,False,False,19
5abdad555542992ac4f382e8,Black comedy,65,0,0,0.8,0.1,True,False,False,31
5a87bc035542996e4f3088fc,Smokers Die Younger,88,1,1,1.0,0.5714,True,False,False,6
5a87bc035542996e4f3088fc,Art rock,182,1,1,1.0,0.3478,True,False,False,24
5a884dd75542997e5c09a5c2,Lin Hsiung-cheng,94,1,1,1.0,1.0,True,False,False,1
5a884dd75542997e5c09a5c2,Lin Hsiung-cheng,41,1,1,1.0,1.0,True,False,False,1
5a884dd75542997e5c09a5c2,Sun Yat-sen,193,0,0,0.88,0.4,True,False,False,101
5a884dd75542997e5c09a5c2,Sun Yat-sen,230,0,0,0.6,0.04,False,False,False,101
5a8088bd5542996402f6a545,Portland Transportation Center,73,1,1,1.0,0.6,True,False,False,2
5a8088bd5542996402f6a545,Concord Coach Lines,125,0,0,1.0,0.6111,True,False,False,8
5ae6b06455429908198fa67f,T. E. Lawrence,228,0,0,1.0,0.5484,True,False,False,111
5ae6b06455429908198fa67f,Lawrence of Arabia (film),92,0,0,0.9375,0.1875,True,False,False,91
5ac2df1a55429921a00ab094,Play'd: A Hip Hop Story,202,0,0,0.6364,0.2424,False,False,False,2
5ac2df1a55429921a00ab094,Merlin Santana,240,0,0,0.9143,0.3429,True,False,False,11
5ab51ba45542990594ba9d06,Tribute (ballet),84,1,1,1.0,0.6429,True,False,False,2
5ab51ba45542990594ba9d06,Johann Sebastian Bach,124,0,0,0.7273,0.0455,False,False,False,104
5a7b3ccf55429927d897bf5f,Hagen Site,134,1,1,1.0,0.5556,True,False,False,4
5a7b3ccf55429927d897bf5f,"Dawson County, Montana",48,0,0,1.0,0.2222,True,False,False,17
5adf85145542993344016cb6,"Auchinleck Castle, East Ayrshire",162,1,1,1.0,1.0,True,False,False,1
5adf85145542993344016cb6,"Auchinleck Castle, East Ayrshire",58,0,0,0.9,1.0,True,False,False,1
5adf85145542993344016cb6,"Ochiltree Castle, East Ayrshire",102,1,1,1.0,0.5,True,False,False,5
5a8b67115542997f31a41d10,Friedrich Klose,200,0,0,1.0,0.8966,True,False,False,6
5a8b67115542997f31a41d10,Richard Strauss,129,0,0,1.0,0.5,True,False,False,73
5a7567915542996c70cfaef3,Like My Mother Does,88,1,1,1.0,0.625,True,False,False,6
5a7567915542996c70cfaef3,Like My Mother Does,131,1,1,1.0,0.5238,True,False,False,6
5a7567915542996c70cfaef3,Lauren Alaina,64,0,0,1.0,0.0,False,False,False,33
5a75643a55429916b01642f8,Nyree Kindred,175,1,1,1.0,0.6667,True,False,False,7
5a75643a55429916b01642f8,Paralympic Games,82,1,1,1.0,0.1,True,False,False,62
5a7d1b445542995ed0d165ee,Yoo Ah-in,268,0,0,0.973,0.4865,True,False,False,46
5a7d1b445542995ed0d165ee,Punch (2011 film),273,1,1,1.0,0.5227,True,False,False,12
5ac38de0554299657fa290f0,Josh Gates,104,0,0,0.9333,0.5333,True,False,False,19
5ac38de0554299657fa290f0,"Manchester-by-the-Sea, Massachusetts",121,0,0,0.9444,0.2778,True,False,False,24
5abd0ca95542996e802b46c1,Philharmonics (album),83,0,0,0.9167,0.4167,True,False,False,13
5abd0ca95542996e802b46c1,Agnes Obel,119,0,0,0.8889,0.1667,True,False,False,58
5a7e1a6c5542995ed0d16695,Kim Sang-kyung,90,0,0,0.9412,0.7059,True,False,False,2
5a7e1a6c5542995ed0d16695,May 18 (film),14,0,0,0.6667,0.6667,False,True,False,7
5a77a0ee5542992a6e59df37,Ferrers baronets,106,1,1,1.0,1.0,True,False,False,1
5a77a0ee5542992a6e59df37,Ferrers baronets,53,1,1,1.0,1.0,True,False,False,1
5a77a0ee5542992a6e59df37,Skellingthorpe,101,1,1,1.0,0.4,True,False,False,49
5abbcdc955429931dba1455a,Intesa Sanpaolo,144,0,0,0.6842,0.1053,False,False,False,35
5abbcdc955429931dba1455a,Turin,181,0,0,0.8571,0.1429,True,False,False,139
5a7b9325554299294a54a9fe,Tumba Silva,154,1,1,1.0,1.0,True,False,False,1
5a7b9325554299294a54a9fe,Clemente Russo,178,0,0,1.0,0.75,True,False,False,7
5a89f25b55429970aeb701a1,Creative Capers Entertainment,116,0,0,1.0,0.75,True,False,False,2
5a89f25b55429970aeb701a1,Aladdin (1992 Disney film),138,0,0,0.625,0.125,False,False,False,49
5adf1f035542995ec70e8f7f,Cheung–Marks theorem,194,1,1,1.0,0.5714,True,False,False,6
5adf1f035542995ec70e8f7f,Robert J. Marks II,58,0,0,0.8889,0.4444,True,False,False,39
5adefcbb5542992d7e9f9266,"Tie Plant, Mississippi",110,0,0,0.8824,1.0,True,False,False,1
5adefcbb5542992d7e9f9266,"Grenada, Mississippi",64,0,0,1.0,0.4444,True,False,False,17
5ae04d8155429924de1b709a,Adiva,151,1,1,1.0,1.0,True,False,False,1
5ae04d8155429924de1b709a,Edward the Elder,127,0,0,0.7273,0.2727,False,False,False,47
5ade9ec45542992fa25da7df,An Honourable Murder,141,1,1,1.0,1.0,True,False,False,1
5ade9ec45542992fa25da7df,An Honourable Murder,111,0,0,1.0,1.0,True,False,False,1
5ade9ec45542992fa25da7df,Julius Caesar (play),104,0,0,0.7059,0.0,False,False,False,71
5a744fe555429979e28828e9,1066 (disambiguation),99,0,0,0.5,0.0,False,False,False,2
5a744fe555429979e28828e9,Battle of Stamford Bridge,295,0,0,1.0,0.4054,True,False,False,15
5ae383475542994393b9e6eb,Mississippi Renewal Forum,201,1,1,1.0,0.6154,True,False,False,4
5ae383475542994393b9e6eb,Mississippi Renewal Forum,303,1,1,1.0,0.7561,True,False,False,4
5ae383475542994393b9e6eb,"Bay St. Louis, Mississippi",102,0,0,0.9375,0.25,True,False,False,21
5adc32465542994650320cac,N'Dolo Airport,207,0,0,0.8519,0.7037,True,False,False,3
5adc32465542994650320cac,Kinshasa,34,0,0,0.8571,0.1429,True,True,False,88
5ae01e5a554299025d62a408,Halma,170,0,0,0.9643,0.6071,True,False,False,30
5ae01e5a554299025d62a408,Battle Sheep,63,1,1,1.0,0.5455,True,False,False,6
5a8b3bc055429971feec4680,Good Ventures,142,0,1,1.0,0.3913,True,False,False,5
5a8b3bc055429971feec4680,Dustin Moskovitz,179,0,0,1.0,0.5,True,False,False,13
5abcfff5554299114383a1c5,The Rockfords,198,1,1,1.0,0.2759,True,False,False,5
5abcfff5554299114383a1c5,Radio Iodine,67,0,0,1.0,0.6364,True,False,False,2
5abcfff5554299114383a1c5,Radio Iodine,74,0,0,1.0,0.75,True,False,False,2
5abcfff5554299114383a1c5,Radio Iodine,94,1,1,1.0,0.7692,True,False,False,2
5ab2c51d55429916697740b2,Katiola Department,95,1,1,1.0,0.1333,True,False,False,4
5ab2c51d55429916697740b2,Ivory Coast,119,0,0,0.875,0.1875,True,False,False,84
5a7c947455429935c91b523c,Chucklefish,220,0,0,0.8125,0.4688,True,False,False,2
5a7c947455429935c91b523c,Stardew Valley,142,0,0,0.6957,0.0435,False,False,False,20
5a7ccd9e554299452d57ba6e,Juliette Pochin,108,0,0,1.0,0.6667,True,False,False,17
5a7ccd9e554299452d57ba6e,Juliette Pochin,230,0,0,0.9,0.6,True,False,False,17
5a7ccd9e554299452d57ba6e,Alfie Boe,131,0,0,0.95,0.6,True,False,False,66
5a7327f35542992359bc3250,Strip It Down,94,1,1,1.0,0.6471,True,False,False,7
5a7327f35542992359bc3250,Kill the Lights (Luke Bryan album),86,1,1,1.0,0.3571,True,False,False,9
5adcf4395542992c1e3a24d3,Return of the Jedi,148,0,0,1.0,0.3478,True,False,False,66
5adcf4395542992c1e3a24d3,Return of the Jedi,148,1,1,1.0,0.5217,True,False,False,66
5adcf4395542992c1e3a24d3,Kenny Baker (English actor),89,0,0,1.0,0.5,True,False,False,13
5adf34565542993344016c29,Jeff Beck discography,179,0,0,0.6667,0.5417,False,False,False,8
5adf34565542993344016c29,The Yardbirds,65,1,1,1.0,0.3636,True,False,False,44
5ae72a705542991e8301cb73,"Lincoln County, Kansas",51,0,0,1.0,0.1111,True,False,False,11
5ae72a705542991e8301cb73,"Lincoln Center, Kansas",53,0,0,1.0,0.2,True,False,False,16
5ab3fa995542992ade7c6f10,Osechi,68,0,0,0.7,0.2,False,False,False,18
5ab3fa995542992ade7c6f10,Japanese New Year,82,0,0,0.5714,0.0714,False,False,False,22
5a81d82e55429903bc27b9e9,Captain China,116,1,1,1.0,0.8,True,False,False,2
5a81d82e55429903bc27b9e9,Lon Chaney Jr.,299,0,0,0.9302,0.5349,True,False,False,48
5ac1dffa5542996366519929,Fallen Angels (Black Veil Brides song),151,0,1,1.0,0.6522,True,False,False,2
5ac1dffa5542996366519929,Andy Biersack,131,0,0,0.9545,0.2273,True,False,False,18
5adc00e155429947ff1738ae,The Flowers of Evil (manga),127,0,0,0.7,0.15,False,False,False,33
5adc00e155429947ff1738ae,The Flowers of Evil (manga),145,0,0,0.8636,0.0909,True,False,False,33
5adc00e155429947ff1738ae,Bessatsu Shōnen Magazine,141,0,0,0.8,1.0,True,False,False,1
5adc00e155429947ff1738ae,Bessatsu Shōnen Magazine,114,0,0,0.9474,1.0,True,False,False,1
5a77f5ad55429949eeb29fc2,Jerusalem District No. 5 Schoolhouse,124,0,0,1.0,0.85,True,False,False,2
5a77f5ad55429949eeb29fc2,"Levittown, New York",147,0,0,0.913,0.3043,True,False,False,72
5ac16b145542994ab5c67d22,Willson's Woods Park,65,1,1,1.0,0.3333,True,False,False,9
5ac16b145542994ab5c67d22,"Mount Vernon, New York",63,0,0,0.75,0.1667,False,False,False,60
5ab47bc75542991751b4d78b,Rhythm Is It!,317,0,0,0.75,0.2,False,False,False,6
5ab47bc75542991751b4d78b,Simon Rattle,70,0,0,0.8333,0.5,True,False,False,28
5a7b4d6b554299042af8f744,Characters of Sanctuary,239,1,1,1.0,0.4848,True,False,False,28
5a7b4d6b554299042af8f744,Emilie Ullerup,58,1,1,1.0,0.7,True,False,False,7
5abc3ecd55429959677d6a60,François Maspero,143,0,0,1.0,0.56,True,False,False,9
5abc3ecd55429959677d6a60,François Maspero,146,0,0,0.9583,0.5,True,False,False,9
5abc3ecd55429959677d6a60,John Reed (journalist),223,0,0,0.8485,0.4545,True,False,False,72
5abc3ecd55429959677d6a60,John Reed (journalist),52,0,0,0.6667,0.1111,False,False,False,72
5adf52a75542995ec70e8fc4,Traverse City micropolitan area,195,1,1,1.0,0.3478,True,False,False,4
5adf52a75542995ec70e8fc4,"Traverse City, Michigan",61,0,0,0.9167,0.1667,True,False,False,111
5adfb6fd554299603e418387,Cars (franchise),140,0,0,0.9524,0.381,True,False,False,58
5adfb6fd554299603e418387,Planes (film),206,0,0,1.0,0.3571,True,False,False,30
5a8a0c095542992d82986e77,Independence station,74,1,1,1.0,0.8333,True,False,False,2
5a8a0c095542992d82986e77,"Independence, Missouri",62,0,0,0.7,0.1,False,False,False,63
5a8f09945542995085b374e1,Tech Support (Beavis and Butt-Head),141,0,1,1.0,0.5789,True,False,False,4
5a8f09945542995085b374e1,Daughter's Hand,143,0,1,1.0,0.5,True,False,False,3
5ade05965542995b365fabc7,Magnificent Bodyguards,112,1,1,1.0,0.7895,True,False,False,7
5ade05965542995b365fabc7,Jackie Chan,179,0,0,0.4615,0.0385,False,False,False,93
5ab986fc5542996be2020541,Thirteen (Megadeth album),172,0,0,1.0,0.5385,True,False,False,30
5ab986fc5542996be2020541,David Ellefson,50,0,0,0.5,0.0,False,False,False,29
5ac4f57655429924173fb517,Pop Wea,109,0,0,1.0,0.6316,True,False,False,5
5ac4f57655429924173fb517,Taos Pueblo,123,0,0,1.0,0.5,True,False,False,27
5a88711b554299206df2b26c,Telesphorus (mythology),96,0,0,1.0,0.3636,True,False,False,9
5a88711b554299206df2b26c,Asclepius,143,0,0,0.8889,0.3889,True,False,False,52
5a81a29d5542990a1d231e31,The Story of David,122,0,0,0.9444,0.5,True,False,False,5
5a81a29d5542990a1d231e31,The Story of David,140,1,1,1.0,0.4737,True,False,False,5
5a81a29d5542990a1d231e31,Jane Seymour (actress),514,0,0,0.4714,0.0571,False,False,False,34
5a81183a55429903bc27b923,Adventure Time,103,0,0,1.0,0.2667,True,False,False,70
5a81183a55429903bc27b923,Adventure Time,196,0,0,0.9688,0.0,False,False,False,70
5a81183a55429903bc27b923,Adventure Time,214,0,0,0.9375,0.0312,False,False,False,70
5a81183a55429903bc27b923,Ice King,88,0,0,1.0,0.0769,True,False,False,27
5a81183a55429903bc27b923,Ice King,157,0,0,0.4091,0.0,False,False,False,27
5a7c264e5542996dd594b89e,Joseph Powell Williams,214,1,1,1.0,0.5,True,False,False,10
5a7c264e5542996dd594b89e,Birmingham,114,0,0,0.7059,0.0,False,False,False,145
5a7af7e955429931da12c9b8,"Grant County, Kansas",41,1,1,1.0,0.5,True,False,False,15
5a7af7e955429931da12c9b8,"Ulysses, Kansas",53,0,0,1.0,0.3,True,False,False,33
5adde2f85542997dc790708a,11.22.63,139,0,0,0.9545,0.4091,True,False,False,11
5adde2f85542997dc790708a,11.22.63,147,0,0,0.9524,0.4286,True,False,False,11
5adde2f85542997dc790708a,11/22/63,193,0,0,1.0,0.4194,True,False,False,37
5a84f9655542997175ce1f3c,District of Columbia v. Heller,518,0,0,0.875,0.3194,True,False,False,93
5a84f9655542997175ce1f3c,District of Columbia v. Heller,23,0,0,0.6,0.0,False,True,False,93
5a84f9655542997175ce1f3c,District of Columbia v. Heller,332,0,0,0.9767,0.5116,True,False,False,93
5a84f9655542997175ce1f3c,Gibbons v. Ogden,284,0,0,0.9412,0.3529,True,False,False,12
5a77435c5542994aec3b7257,The Seventh Date of Blashyrkh,76,1,1,1.0,1.0,True,False,False,1
5a77435c5542994aec3b7257,Immortal (band),177,0,0,0.9231,0.4231,True,False,False,23
5add08675542992c1e3a251b,Johnny Hallyday,103,0,0,0.8333,0.0,False,False,False,15
5add08675542992c1e3a251b,Johnny Hallyday,136,0,0,0.6364,0.1364,False,False,False,15
5add08675542992c1e3a251b,Sylvie Vartan,122,1,1,1.0,0.4706,True,False,False,23
5ac439fd554299204fd21f13,Eric Harold Neville,67,1,1,1.0,0.4545,True,False,False,14
5ac439fd554299204fd21f13,Srinivasa Ramanujan,111,1,1,1.0,0.6667,True,False,False,82
5a82f46255429966c78a6ab2,Rowland Brown,243,1,1,1.0,0.5143,True,False,False,48
5a82f46255429966c78a6ab2,Rowland Brown,68,0,1,1.0,0.1818,True,False,False,48
5a82f46255429966c78a6ab2,Rowland Brown,64,0,1,1.0,0.3,True,False,False,48
5a82f46255429966c78a6ab2,Rowland Brown,235,0,1,1.0,0.4706,True,False,False,48
5a82f46255429966c78a6ab2,Mike Nichols,155,0,0,0.7619,0.2857,False,False,False,51
5a82f46255429966c78a6ab2,Mike Nichols,151,0,0,0.84,0.16,True,False,False,51
5a82f46255429966c78a6ab2,Mike Nichols,142,0,0,1.0,0.2778,True,False,False,51
5a82f46255429966c78a6ab2,Mike Nichols,94,1,1,1.0,0.3529,True,False,False,51
5a82f46255429966c78a6ab2,Mike Nichols,119,0,0,0.7368,0.2105,False,False,False,51
5ae528045542990ba0bbb1d8,Eugene Lee (designer),68,0,0,0.7,0.1,False,False,False,5
5ae528045542990ba0bbb1d8,Eugene Lee (designer),178,0,0,0.9615,0.6923,True,False,False,5
5ae528045542990ba0bbb1d8,Amazing Grace (musical),107,1,1,1.0,0.5333,True,False,False,9
5ae528045542990ba0bbb1d8,Amazing Grace (musical),139,1,1,1.0,0.4091,True,False,False,9
5a84994e5542992a431d1a6e,You Are My Destiny,66,0,0,0.3077,1.0,False,False,False,1
5a84994e5542992a431d1a6e,Paul Anka,124,0,0,0.7895,0.3684,False,False,False,29
5a84994e5542992a431d1a6e,Paul Anka,51,0,0,0.7273,0.0909,False,False,False,29
5a83a6c55542990548d0b20d,Fouquieria,98,1,1,1.0,0.4286,True,False,False,6
5a83a6c55542990548d0b20d,Fouquieria,104,1,1,1.0,0.7143,True,False,False,6
5a83a6c55542990548d0b20d,Alfalfa,179,0,0,0.9615,0.5385,True,False,False,52
5ac12e5d5542994d76dccda4,Trish Sie,229,0,0,0.9706,0.5882,True,False,False,9
5ac12e5d5542994d76dccda4,Pitch Perfect 3,108,0,0,0.9444,0.3333,True,False,False,32
5adeb8295542992fa25da81e,Love the Way You Lie (Part II),164,1,1,1.0,0.2069,True,False,False,9
5adeb8295542992fa25da81e,Love the Way You Lie (Part II),33,1,1,1.0,0.0,False,True,False,9
5adeb8295542992fa25da81e,Only Girl (In the World),101,0,1,1.0,0.2222,True,False,False,20
5ae0e1075542990adbacf6a3,Going! Going! Gosh!,103,0,0,0.8235,0.2353,True,False,False,11
5ae0e1075542990adbacf6a3,Wile E. Coyote and the Road Runner,160,0,0,0.8261,0.1304,True,False,False,79
5a81ee725542995ce29dcc8a,2003–04 Olympique de Marseille season,411,1,1,1.0,0.7255,True,False,False,2
5a81ee725542995ce29dcc8a,Fabien Barthez,318,0,0,1.0,0.5909,True,False,False,34
5ab8859b55429916710eb07f,Pitcairnia,86,0,0,0.9091,0.4545,True,False,False,37
5ab8859b55429916710eb07f,Evolvulus,89,1,1,1.0,0.6154,True,False,False,4
5a8c759f554299653c1aa078,England and King David I,214,1,1,1.0,0.3448,True,False,False,35
5a8c759f554299653c1aa078,Empress Matilda,130,0,0,0.8636,0.2727,True,False,False,67
5abb067255429966062416c7,Kentucky Vintage,137,1,1,1.0,0.7647,True,False,False,2
5abb067255429966062416c7,Noah's Mill,94,1,1,1.0,0.5385,True,False,False,2
5abb067255429966062416c7,Noah's Mill,138,1,1,1.0,0.9091,True,False,False,2
5abc0dc855429959677d6a04,Suhaldev,171,0,0,0.7407,0.2593,False,False,False,17
5abc0dc855429959677d6a04,Hindutva,134,0,0,0.7368,0.0526,False,False,False,76
5ade9dbf55429939a52fe905,A Silent Film,63,1,1,1.0,0.4545,True,False,False,10
5ade9dbf55429939a52fe905,Needtobreathe,120,0,0,0.8667,0.4667,True,False,False,24
5a83d854554299123d8c21c5,Raffles (1939 film),184,0,0,1.0,0.6071,True,False,False,7
5a83d854554299123d8c21c5,David Niven,88,0,0,1.0,0.1429,True,False,False,53
5ae773c4554299540e5a5599,37th National Hockey League All-Star Game,106,0,0,0.9474,0.0526,True,False,False,7
5ae773c4554299540e5a5599,Mario Lemieux,154,0,0,0.7917,0.2917,False,False,False,64
5a8aff7655429950cd6afc3c,Skin (Rihanna song),98,0,1,1.0,0.4375,True,False,False,11
5a8aff7655429950cd6afc3c,Loud Tour,258,0,0,0.6471,0.1471,False,False,False,15
5ade956d5542997c77adee69,"De Borgia, Montana",87,1,1,1.0,0.7143,True,False,False,8
5ade956d5542997c77adee69,"Mineral County, Montana",64,1,1,1.0,0.5833,True,False,False,6
5add1f505542990d50227df0,Cyclone Taylor Trophy,139,1,1,1.0,0.7,True,False,False,2
5add1f505542990d50227df0,Vancouver Canucks,95,0,0,0.8462,0.1538,True,False,False,95
5add1f505542990d50227df0,Vancouver Canucks,132,0,0,0.6957,0.1739,False,False,False,95
5ae6526355429929b0807b31,Notturna di Milano,178,1,1,1.0,0.5926,True,False,False,4
5ae6526355429929b0807b31,Tim Montgomery,134,0,0,0.9091,0.5455,True,False,False,14
5ae6526355429929b0807b31,Tim Montgomery,217,0,0,0.973,0.3784,True,False,False,14
5a89010355429938390d4027,Loud (Rihanna album),190,1,1,1.0,0.3846,True,False,False,32
5a89010355429938390d4027,Love the Way You Lie (Part II),124,0,0,0.9,0.4,True,False,False,9
5aba5b8655429939ce03dc9d,M1947 Johnson auto carbine,66,1,1,1.0,1.0,True,False,False,1
5aba5b8655429939ce03dc9d,M1 Garand,184,0,0,0.7308,0.1538,False,False,False,78
5a8531385542997b5ce3ffbb,Kate Micucci,245,0,0,0.7143,0.3714,False,False,False,13
5a8531385542997b5ce3ffbb,Milo Murphy's Law,228,0,0,0.8788,0.4545,True,False,False,34
5a79dd1d5542996c55b2dc89,Quentin Crisp,120,0,0,0.6471,0.0588,False,False,False,67
5a79dd1d5542996c55b2dc89,J. B. Priestley,162,0,0,0.8182,0.5,True,False,False,33
5a78a4315542990784727704,New Jersey Route 495,289,0,0,0.925,0.35,True,False,False,12
5a78a4315542990784727704,"Secaucus, New Jersey",67,0,0,1.0,0.2727,True,False,False,75
5a78a4315542990784727704,"Secaucus, New Jersey",242,0,0,0.7222,0.2222,False,False,False,75
5ac26ce255429921a00aaf67,Manjit Minhas,138,0,0,0.9091,0.3636,True,False,False,12
5ac26ce255429921a00aaf67,Minhas Craft Brewery,114,1,1,1.0,0.4375,True,False,False,10
5ac26ce255429921a00aaf67,Minhas Craft Brewery,78,1,1,1.0,0.3333,True,False,False,10
5ac3a5fe554299391541387f,Difficult People,149,1,1,1.0,0.75,True,False,False,8
5ac3a5fe554299391541387f,Billy Eichner,107,0,0,0.8,0.4,True,False,False,12
5a7345155542994cef4bc4fb,Irish euro coins,207,0,0,1.0,0.4194,True,False,False,12
5a7345155542994cef4bc4fb,Irish euro coins,145,1,1,1.0,0.3182,True,False,False,12
5a7345155542994cef4bc4fb,Éire,78,0,0,0.8571,0.0,False,False,False,23
5ae69ab15542996d980e7c4b,Stay (Sugarland song),229,0,1,1.0,0.6667,True,False,False,9
5ae69ab15542996d980e7c4b,Our Song (Taylor Swift song),82,0,0,0.9167,0.0833,True,False,False,21
5a732a5c55429901807daf9e,Chandrasekhar number,138,1,1,1.0,0.4444,True,False,False,4
5a732a5c55429901807daf9e,Subrahmanyan Chandrasekhar,329,0,0,0.8974,0.3077,True,False,False,34
5a7cd205554299452d57ba7d,Grudge Training Center,110,1,1,1.0,1.0,True,False,False,1
5a7cd205554299452d57ba7d,Trevor Wittman,94,0,0,0.4375,0.1875,False,False,False,3
5ab818fc5542990e739ec81e,Tupolev ANT-37,183,1,1,1.0,0.5714,True,False,False,7
5ab818fc5542990e739ec81e,Pavel Sukhoi,95,0,0,0.6667,0.0,False,False,False,7
5a87ddea5542997e5c09a580,Standard Messenger,136,0,1,1.0,0.6471,True,False,False,3
5a87ddea5542997e5c09a580,"Collinswood, South Australia",127,1,1,1.0,0.625,True,False,False,4
5a799952554299029c4b5f5a,Speak Now,60,0,0,0.9091,0.0909,True,False,False,39
5a799952554299029c4b5f5a,Fearless (Taylor Swift album),68,0,0,1.0,0.0,False,False,False,43
5ae501a955429913cc204570,AGA AB,81,1,1,1.0,1.0,True,False,False,1
5ae501a955429913cc204570,AGA cooker,311,0,0,0.8947,0.6579,True,False,False,14
5adcc2da5542994ed6169bf2,Eshtaol Forest,99,0,0,1.0,0.5882,True,False,False,4
5adcc2da5542994ed6169bf2,Neve Shalom,44,0,0,0.75,0.25,False,False,False,21
5adc229755429944faac2438,Lady Chatterley (film),62,1,1,1.0,0.7273,True,False,False,8
5adc229755429944faac2438,D. H. Lawrence,139,0,0,0.8,0.35,True,False,False,141
5a7c8d815542990527d554cd,Møre Arbeiderblad,92,0,0,0.4615,0.0,False,False,False,2
5a7c8d815542990527d554cd,Ålesund,89,0,0,0.9231,0.3077,True,False,False,41
5a8c5511554299585d9e366e,Ghost Whisperer (season 4),125,1,1,1.0,0.4737,True,False,False,9
5a8c5511554299585d9e366e,Jennifer Love Hewitt,133,0,0,0.7778,0.3333,False,False,False,35
5a7e052b5542995f4f40238d,Ryan Stiles,124,0,0,1.0,0.381,True,False,False,13
