qid,arm,subset,question,golds,answer,stop_reason,retrieved_ids,recall_at_10,answer_presence_at_10,em,f1,idk,judge_correct,judge_reason,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,judge_input_tokens,judge_output_tokens,cost_gen_usd,cost_judge_usd,cost_total_billed,wall_clock_s,request_id,started_at,gen_model,judge_model,answer_presence_at_10_gt
967,pca_uc_512_sq8_np512,main,who led the conquest of the incas in south america,"[""Francisco Pizarro"", ""conquistador Francisco Pizarro""]",Francisco Pizarro,end_turn,"[1322670, 7574398, 7235602, 7736193, 1065388, 1133929, 3042208, 7235572, 7700936, 1076090]",0.9,True,1,1.0,False,True,"The candidate names Francisco Pizarro, matching the gold answer exactly.",2643,11,0,0,560,41,0.005396,0.003825,0.009221,1.438,req_011CeoFw3BgBBjL7nw8fB6N4,2026-09-07T02:04:09Z,claude-sonnet-5,claude-opus-5,True
970,pca_uc_512_sq8_np512,main,what is the genus of a bald eagle,"[""Haliaeetus""]",Haliaeetus,end_turn,"[8125274, 8125276, 8125275, 8119832, 8130162, 7759667, 5192916, 6639364, 8125273, 8125269]",1.0,True,1,1.0,False,True,The candidate answer 'Haliaeetus' exactly matches the gold answer for the bald eagle's genus.,2472,9,0,0,540,52,0.005034,0.004,0.009034,1.472,req_011CeoFkxuBQJCnvEMDcqU7p,2026-09-07T02:01:54Z,claude-sonnet-5,claude-opus-5,True
972,pca_uc_512_sq8_np512,main,what is the collection of the districts to the east of the jordan river,"[""Jordan"", ""Golan Heights""]",I don't know,end_turn,"[7614961, 7614973, 5087720, 4135673, 7614968, 7614975, 6490890, 6765169, 7614966, 3553813]",1.0,True,0,0.0,True,False,"The candidate declines to answer, providing no fact matching either gold answer.",1154,6,0,0,548,38,0.002368,0.00369,0.006058,1.391,req_011CeoH8YirfYM4KX2Rf1rp8,2026-09-07T02:19:52Z,claude-sonnet-5,claude-opus-5,True
978,pca_uc_512_sq8_np512,main,who hung the lanterns in the old north church,"[""Robert Newman"", ""Captain John Pulling""]",I don't know,end_turn,"[2519530, 2161818, 1017328, 1824027, 4642548, 9755589, 3977461, 9036695, 748503, 3500197]",0.9,False,0,0.0,True,False,"The candidate declines to answer, providing no factual content matching the gold answers.",2799,6,0,0,547,39,0.005658,0.00371,0.009368,1.507,req_011CeoHNEthALDfW4GyT7ME3,2026-09-07T02:22:57Z,claude-sonnet-5,claude-opus-5,False
987,pca_uc_512_sq8_np512,main,what hangs from the trees in the bayou,"[""Spanish moss""]",I don't know,end_turn,"[4080007, 1030093, 1041090, 2150, 8452332, 8452626, 726792, 1042594, 975233, 4260594]",1.0,False,0,0.0,True,False,"The candidate declined to answer, failing to state the gold fact of Spanish moss.",2618,6,0,0,537,42,0.005296,0.003735,0.009031,1.329,req_011CeoHFdeinwQgTcSDenCq5,2026-09-07T02:21:28Z,claude-sonnet-5,claude-opus-5,False
990,pca_uc_512_sq8_np512,main,another name for the torso is the blank region of the body,"[""trunk""]",I don't know,end_turn,"[3897175, 3897180, 7720793, 3657659, 7720840, 6996091, 7703672, 4558882, 3509031, 3897205]",1.0,True,0,0.0,True,False,"The candidate says it does not know, failing to provide the gold answer ""trunk.""",1428,6,0,0,535,43,0.002916,0.00375,0.006666,1.375,req_011CeoHLKav1QkMLZnAewHeN,2026-09-07T02:22:32Z,claude-sonnet-5,claude-opus-5,True
992,pca_uc_512_sq8_np512,main,how many seasons of from dusk till dawn are there,"[""third season""]",I don't know,end_turn,"[179131, 1741517, 7214721, 1579309, 5797221, 3035046, 9857170, 220907, 1427597, 3481283]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no value, whereas the gold answer specifies three seasons.",1956,6,0,0,536,46,0.003972,0.00383,0.007802,1.366,req_011CeoF5oYGdSGvQ2jUiw8xg,2026-09-07T01:53:01Z,claude-sonnet-5,claude-opus-5,True
1000,pca_uc_512_sq8_np512,main,what does g stand for in baseball stats,"[""Games"", ""Games played""]",Games played,end_turn,"[962129, 1959771, 4651314, 1028703, 2369561, 507360, 507359, 4693251, 6016716, 5604098]",0.9,True,1,1.0,False,True,"The candidate answer ""Games played"" matches a gold answer exactly.",1827,5,0,0,536,39,0.003704,0.003655,0.007359,1.637,req_011CeoGSzQaNxfY3PK2RewrG,2026-09-07T02:10:56Z,claude-sonnet-5,claude-opus-5,True
1001,pca_uc_512_sq8_np512,main,who was the last nba player to get drafted out of high school,"[""Thon Maker""]",Dwight Howard,end_turn,"[1743916, 1920683, 1743920, 1129347, 2606293, 3830998, 2389911, 3100963, 1781982, 2142003]",1.0,True,0,0.0,False,False,"The gold answer is Thon Maker (2016); Dwight Howard was the 2004 No. 1 pick, not the last high schooler drafted.",3438,9,0,0,543,63,0.006966,0.00429,0.011256,1.358,req_011CeoGt7sVFmGpcSdTV8UA9,2026-09-07T02:16:37Z,claude-sonnet-5,claude-opus-5,True
1003,pca_uc_512_sq8_np512,main,when was the last amendment to the constitution passed,"[""May 5, 1992""]","The Twenty-seventh Amendment, effective May 5, 1992.",end_turn,"[7944032, 7944123, 204445, 7944042, 7944133, 7944122, 7943984, 7944011, 7944068, 2886801]",1.0,True,0,0.6667,False,True,"The candidate identifies the 27th Amendment with the date May 5, 1992, matching the gold answer.",1585,26,0,0,559,49,0.00343,0.00402,0.00745,1.491,req_011CeoGmg15XKXGzncYNVdbH,2026-09-07T02:15:09Z,claude-sonnet-5,claude-opus-5,True
1005,pca_uc_512_sq8_np512,main,who is the new york state senate majority leader,"[""John J. Flanagan""]",Andrea Stewart-Cousins,end_turn,"[5859220, 2735210, 4589297, 5859216, 4589310, 2034128, 6587919, 5859217, 4969898, 4589295]",1.0,True,0,0.0,False,False,"The gold answer is John J. Flanagan; the candidate names Andrea Stewart-Cousins, a different person, which does not match the expected fact.",1626,15,0,0,547,63,0.003402,0.00431,0.007712,1.466,req_011CeoG9CyNe1DBuetTnuGkZ,2026-09-07T02:06:54Z,claude-sonnet-5,claude-opus-5,True
1016,pca_uc_512_sq8_np512,main,when was the first wonder woman comic released,"[""December 1941"", ""January 1942"", ""October 1941""]","October 1941 (All Star Comics #8, cover-dated December 1941)",end_turn,"[8233653, 2885751, 8400719, 8400859, 8400721, 8400732, 8400725, 321002, 7143825, 8400718]",1.0,True,0,0.3636,False,True,"The candidate states October 1941 (All Star Comics #8, cover-dated December 1941), matching two of the accepted gold answers.",1862,27,0,0,567,58,0.003994,0.004285,0.008279,1.473,req_011CeoGhqF5w6sHGdh5ZtE3h,2026-09-07T02:14:17Z,claude-sonnet-5,claude-opus-5,True
1020,pca_uc_512_sq8_np512,main,who coined the phrase let get ready to rumble,"[""Michael Buffer""]",I don't know,end_turn,"[9236480, 790145, 790146, 6594452, 759111, 6813322, 1726949, 1726950, 710645, 4058757]",1.0,True,0,0.0,True,False,"The candidate says it does not know, failing to identify Michael Buffer.",2565,6,0,0,540,38,0.00519,0.00365,0.00884,1.386,req_011CeoH6xp9L63AdrvMuocfu,2026-09-07T02:19:30Z,claude-sonnet-5,claude-opus-5,True
1026,pca_uc_512_sq8_np512,main,who founded mission nuestra senora de la soledad,"[""the Franciscan order"", ""Ferm\u00edn Francisco de Lasu\u00e9n""]",Fermín Francisco de Lasuén,end_turn,"[7814674, 7814676, 8341212, 7814681, 1839903, 7846370, 7874657, 7814887, 3586042, 7768478]",1.0,True,1,1.0,False,True,"The candidate names Fermín Francisco de Lasuén, matching a gold answer exactly.",2346,16,0,0,567,46,0.004852,0.003985,0.008837,1.435,req_011CeoGGaBmmnoiEU6o4coQK,2026-09-07T02:08:34Z,claude-sonnet-5,claude-opus-5,True
1028,pca_uc_512_sq8_np512,main,where are the winter olympics and when do they start,"[""Pyeongchang County, South Korea"", ""Pyeongchang, South Korea"", ""9 to 25 February 2018"", ""9 February""]",I don't know,end_turn,"[4280867, 1130551, 7689177, 3203326, 1132941, 8024081, 8422153, 3931712, 4636583, 4636581]",0.9,True,0,0.0,True,False,"The candidate explicitly states it does not know, providing no location or date information matching the gold answers.",1926,6,0,0,577,44,0.003912,0.003985,0.007897,1.372,req_011CeoF2ztZpYMDphN7hHKje,2026-09-07T01:52:23Z,claude-sonnet-5,claude-opus-5,True
1032,pca_uc_512_sq8_np512,main,what process causes the continents to drift apart how,"[""Continental drift""]",I don't know,end_turn,"[4876504, 1482651, 1493475, 1482703, 9306848, 9306885, 8817451, 7715933, 9306883, 1493501]",1.0,True,0,0.0,True,False,"The candidate explicitly says it does not know, providing no answer matching the gold answer.",2441,6,0,0,536,42,0.004942,0.00373,0.008672,1.401,req_011CeoFeS95aiEDf4CUFo8K3,2026-09-07T02:00:24Z,claude-sonnet-5,claude-opus-5,True
1048,pca_uc_512_sq8_np512,main,who is the largest supermarket chain in the uk,"[""Aldi"", ""Tesco""]",Tesco,end_turn,"[8239856, 8239876, 8239879, 4497808, 7679410, 8239881, 1576261, 7067807, 1721229, 286599]",1.0,True,1,1.0,False,True,"The candidate answer ""Tesco"" matches one of the accepted gold answers exactly.",1524,6,0,0,543,45,0.003108,0.00384,0.006948,1.399,req_011CeoHHR9CeGBHeCdgapMpD,2026-09-07T02:21:52Z,claude-sonnet-5,claude-opus-5,True
1056,pca_uc_512_sq8_np512,main,who is the highest selling r&b artist of all time,"[""Rihanna"", ""Michael Jackson""]",I don't know,end_turn,"[7739496, 7739433, 5628356, 7739442, 3972053, 8836315, 3868063, 7808882, 1532052, 7814849]",1.0,True,0,0.0,True,False,"The candidate says it does not know, failing to identify any gold answer.",2416,6,0,0,547,36,0.004892,0.003635,0.008527,1.432,req_011CeoFab5jb8MGcC5PUrdfg,2026-09-07T01:59:32Z,claude-sonnet-5,claude-opus-5,True
1063,pca_uc_512_sq8_np512,main,who did cubs beat in 2016 world series,"[""the Indians"", ""Cleveland Indians""]",Cleveland Indians,end_turn,"[2915478, 2915482, 2915512, 3322912, 3327825, 2915477, 5088072, 2915521, 2915500, 2915481]",1.0,True,1,1.0,False,True,"The candidate names the Cleveland Indians, matching the gold answer exactly.",2562,10,0,0,550,41,0.005224,0.003775,0.008999,1.357,req_011CeoH1APjfd79L1Rp7QrPc,2026-09-07T02:18:11Z,claude-sonnet-5,claude-opus-5,True
1065,pca_uc_512_sq8_np512,main,when do love and hip hop new york come back on,"[""November\u00a013,\u00a02017"", ""October 30, 2017""]",I don't know,end_turn,"[8980239, 8980235, 8980223, 4784107, 8980236, 8980241, 8980231, 8980209, 8980246, 8980233]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no date, so it fails to match any gold answer.",2222,6,0,0,547,42,0.004504,0.003785,0.008289,1.383,req_011CeoH2hJd3gjKQ57VX5471,2026-09-07T02:18:32Z,claude-sonnet-5,claude-opus-5,True
1066,pca_uc_512_sq8_np512,main,when did ibuprofen become available over the counter,"[""1983"", ""1984""]","Ibuprofen became available over the counter in the UK in 1983, and in the US in 1984.",end_turn,"[3234947, 3234946, 4124256, 3982185, 8083464, 8083447, 2934858, 211857, 8083446, 3234944]",1.0,True,0,0.1333,False,True,"The candidate gives 1983 (UK) and 1984 (US), matching both gold answers with accurate additional context.",2050,33,0,0,567,52,0.00443,0.004135,0.008565,1.509,req_011CeoGrDzHNGvtLfFEExDEt,2026-09-07T02:16:11Z,claude-sonnet-5,claude-opus-5,True
1071,pca_uc_512_sq8_np512,main,when did muhammad ali win an olympic gold medal,"[""1960""]",1960,end_turn,"[7866218, 8082214, 7866331, 5054485, 7866348, 7866210, 7866211, 5286888, 2642542, 7866230]",1.0,True,1,1.0,False,True,"The candidate states 1960, matching the gold answer exactly.",2777,4,0,0,536,35,0.005594,0.003555,0.009149,1.308,req_011CeoFr6tY24ito1n6zAoe7,2026-09-07T02:03:02Z,claude-sonnet-5,claude-opus-5,True
1081,pca_uc_512_sq8_np512,sanity,when did the movie princess bride come out,"[""September 25, 1987"", ""1987"", ""September\u00a025,\u00a01987""]",I don't know,end_turn,"[5916750, 8237509, 5916756, 7977158, 3939946, 8025696, 5811873, 8057325, 7980419, 7981855]",0.9,True,0,0.0,True,False,"The candidate says it does not know, providing no factual answer.",2017,6,0,0,550,33,0.004094,0.003575,0.007669,1.348,req_011CeoF8vgy5gyQc1gx7t6Mm,2026-09-07T01:53:44Z,claude-sonnet-5,claude-opus-5,True
1085,pca_uc_512_sq8_np512,main,where was the world economic forum held this year,"[""Davos""]",I don't know,end_turn,"[7259997, 3267474, 6049917, 4823554, 6601048, 4632138, 5614827, 9022206, 5901486, 7520331]",1.0,True,0,0.0,True,False,"The candidate says it does not know, failing to state the gold answer Davos.",1753,6,0,0,532,38,0.003566,0.00361,0.007176,1.383,req_011CeoGK9iCTgBZ7NUyKxTxW,2026-09-07T02:09:09Z,claude-sonnet-5,claude-opus-5,True
1088,pca_uc_512_sq8_np512,main,who is emma dating in once upon a time,"[""Hook""]",Killian Jones (Captain Hook),end_turn,"[7279744, 3146311, 3280366, 7279755, 4993171, 3280371, 2984575, 3261211, 2799753, 2554876]",1.0,True,0,0.4,False,True,"Killian Jones is Captain Hook, matching the gold answer ""Hook.""",3144,16,0,0,543,44,0.006448,0.003815,0.010263,1.433,req_011CeoGuj85DPWjdVZsYNNwk,2026-09-07T02:16:58Z,claude-sonnet-5,claude-opus-5,True
1089,pca_uc_512_sq8_np512,main,when does the world cup of hockey start,"[""2020""]",I don't know,end_turn,"[4918588, 4918585, 6247198, 4918587, 4832695, 3008606, 6379709, 3686023, 4301968, 4202863]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no factual content matching the gold answer of 2020.",2081,6,0,0,532,43,0.004222,0.003735,0.007957,1.305,req_011CeoGftraAbNRosUgDTuDH,2026-09-07T02:13:50Z,claude-sonnet-5,claude-opus-5,True
1093,pca_uc_512_sq8_np512,main,when does a wrinkle in time come out in canada,"[""March 9, 2018""]",I don't know,end_turn,"[1359361, 5979617, 6115505, 8186703, 3051162, 4686185, 4409327, 4598151, 4398476, 5912816]",0.9,False,0,0.0,True,False,"The candidate says it does not know, providing no factual answer matching the gold release date of March 9, 2018.",1423,6,0,0,540,48,0.002906,0.0039,0.006806,1.342,req_011CeoF1mXN7wtEK8Sht3puV,2026-09-07T01:52:07Z,claude-sonnet-5,claude-opus-5,False
1094,pca_uc_512_sq8_np512,main,new york heart association functional classification of angina,"[""II""]",I don't know,end_turn,"[9112538, 9112530, 9112536, 7891233, 7891194, 7891188, 9112535, 9112531, 9112540, 7891214]",1.0,True,0,0.0,True,False,"The candidate explicitly states it does not know, providing no answer matching the gold answer ""II"".",1715,6,0,0,531,47,0.00349,0.00383,0.00732,1.455,req_011CeoFhiAKeeHwCwLk7GnvC,2026-09-07T02:01:08Z,claude-sonnet-5,claude-opus-5,True
1103,pca_uc_512_sq8_np512,main,the cuban revolt against spain was led by,"[""M\u00e1ximo Gomez"", ""Antonio Maceo"", ""Jos\u00e9 Mart\u00ed""]",I don't know,end_turn,"[5444850, 9889966, 4857428, 7248498, 9889968, 6578650, 4093604, 6593506, 2302245, 9889965]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no leader's name, so it fails to state the fact in any gold answer.",3056,6,0,0,555,49,0.006172,0.004,0.010172,1.403,req_011CeoFraqJ8uezHQrEpnyf8,2026-09-07T02:03:09Z,claude-sonnet-5,claude-opus-5,True
1106,pca_uc_512_sq8_np512,main,colby chees is named after a town in what state,"[""Wisconsin""]",Wisconsin,end_turn,"[3994046, 8444749, 8444752, 8444769, 6168787, 8444766, 3454769, 8444750, 9592264, 782000]",1.0,True,1,1.0,False,True,"The candidate answer matches the gold answer exactly, identifying Wisconsin as the state containing the town Colby cheese is named after.",1657,8,0,0,538,58,0.003394,0.00414,0.007534,1.32,req_011CeoFD8p5zRREL7kStEnky,2026-09-07T01:54:41Z,claude-sonnet-5,claude-opus-5,True
1108,pca_uc_512_sq8_np512,main,what happens when iron reacts with oxygen and water,"[""Rust""]",I don't know,end_turn,"[7737911, 9801503, 7737912, 4947904, 727438, 2320881, 2320886, 7737880, 8173957, 1716157]",0.9,False,0,0.0,True,False,"The candidate declined to answer, failing to state that iron rusts.",1300,6,0,0,537,36,0.00266,0.003585,0.006245,1.377,req_011CeoFcGhkDbi6dLjkdbpQ4,2026-09-07T01:59:54Z,claude-sonnet-5,claude-opus-5,True
1113,pca_uc_512_sq8_np512,main,who did the original spirit in the sky,"[""Norman Greenbaum""]",Norman Greenbaum,end_turn,"[5528742, 1990671, 368784, 8837054, 1275138, 8832751, 5528743, 1275143, 1283833, 3626295]",1.0,True,1,1.0,False,True,"The candidate names Norman Greenbaum, matching the gold answer exactly.",2466,11,0,0,543,41,0.005042,0.00374,0.008782,1.43,req_011CeoHGczK6HKnSy49HtoiY,2026-09-07T02:21:41Z,claude-sonnet-5,claude-opus-5,True
1114,pca_uc_512_sq8_np512,main,internet based test of english as a foreign language test,"[""TOEFL""]",I don't know,end_turn,"[70805, 5528118, 9301566, 6638205, 5528123, 2618949, 5860359, 9811900, 9392054, 6638204]",1.0,True,0,0.0,True,False,"The candidate declines to answer, failing to state the gold answer TOEFL.",1847,6,0,0,536,40,0.003754,0.00368,0.007434,1.309,req_011CeoG9UyJBVezHNT9X8nvJ,2026-09-07T02:06:58Z,claude-sonnet-5,claude-opus-5,True
1118,pca_uc_512_sq8_np512,main,how many players on the line of scrimmage in american football,"[""at least seven players"", ""at least seven"", ""seven""]",Seven,end_turn,"[7299885, 1329596, 601404, 1329664, 7499208, 1329595, 1329677, 1143838, 4020878, 661321]",1.0,True,1,1.0,False,True,"The candidate states seven, matching the gold answer of at least seven players on the line of scrimmage.",1531,5,0,0,547,46,0.003112,0.003885,0.006997,1.586,req_011CeoFjVUtNMMDc42x9SkTo,2026-09-07T02:01:33Z,claude-sonnet-5,claude-opus-5,True
1122,pca_uc_512_sq8_np512,main,who was the 11th prime minister of canada,"[""R. B. Bennett"", ""Arthur Meighen""]",I don't know,end_turn,"[8002887, 8630671, 7861019, 7860972, 8630695, 1318884, 8002889, 4157591, 1318923, 1540866]",1.0,False,0,0.0,True,False,"The candidate declines to answer, providing no factual claim matching any gold answer.",2124,6,0,0,549,40,0.004308,0.003745,0.008053,1.385,req_011CeoFGx8m1UF6qRQG6LT6E,2026-09-07T01:55:32Z,claude-sonnet-5,claude-opus-5,False
1125,pca_uc_512_sq8_np512,main,where are the next two winter olympics going to be held,"[""Beijing"", ""TBD""]","The next two Winter Olympics will be held in Milan and Cortina d'Ampezzo, Italy (2026), and the host for 2030 will be elected at the 142nd IOC Session in Paris on 23 July 2024.",end_turn,"[1130551, 7689177, 3203326, 6861049, 2625426, 3191903, 4280867, 8024083, 1230810, 8422001]",1.0,True,0,0.0,False,False,"The candidate names Milan-Cortina 2026 rather than Beijing, so it does not match the gold answer for the next Winter Olympics host.",1958,76,0,0,611,208,0.004676,0.008255,0.012931,1.692,req_011CeoG38SrCsaab8p4CppAv,2026-09-07T02:05:34Z,claude-sonnet-5,claude-opus-5,True
1148,pca_uc_512_sq8_np512,main,who won the 30 man royal rumble match,"[""Shinsuke Nakamura"", ""Randy Orton""]",Drew McIntyre won the 2020 Royal Rumble match.,end_turn,"[9546073, 2447951, 6881510, 3534753, 6881524, 9572710, 4785395, 2447952, 4785396, 9546088]",1.0,True,0,0.0,False,False,The gold answers are Shinsuke Nakamura or Randy Orton; naming Drew McIntyre states a different fact.,5149,25,0,0,569,56,0.010548,0.004245,0.014793,1.501,req_011CeoGZRoTzDnvSsiTPg8sf,2026-09-07T02:12:22Z,claude-sonnet-5,claude-opus-5,True
1155,pca_uc_512_sq8_np512,main,how many games does a team have to win for the world series,"[""best-of-seven""]",Four games (best-of-seven).,end_turn,"[4423202, 4602967, 499346, 4602968, 2665328, 6049792, 4443766, 5762577, 4793226, 4688050]",1.0,True,0,0.5,False,True,"The candidate states four wins in a best-of-seven series, matching the gold answer's fact.",1710,13,0,0,544,44,0.00355,0.00382,0.00737,1.64,req_011CeoGD2TUC7BC65HjwJCFP,2026-09-07T02:07:47Z,claude-sonnet-5,claude-opus-5,True
1158,pca_uc_512_sq8_np512,main,where does the last name hansen come from,"[""Norway"", ""the Faroe Islands"", ""Scandinavian"", ""Denmark""]","The surname Hansen originates from Scandinavia, as a patronymic name meaning ""son of Hans.""",end_turn,"[9204213, 9204215, 9204214, 9204216, 9204217, 5881738, 5128817, 6731844, 4950846, 9902480]",1.0,True,0,0.0,False,True,"The candidate identifies Scandinavia as the origin, matching the gold answer ""Scandinavian,"" with accurate extra detail about its patronymic meaning.",1611,36,0,0,585,69,0.003582,0.00465,0.008232,1.487,req_011CeoGmxdCkchoT6McCCAC3,2026-09-07T02:15:13Z,claude-sonnet-5,claude-opus-5,True
1174,pca_uc_512_sq8_np512,main,when is the strictly come dancing results show recorded,"[""Saturday"", ""Sunday night""]",I don't know,end_turn,"[4429830, 6669988, 4997678, 2789737, 2046301, 4997689, 6669999, 1218744, 4997680, 4997681]",1.0,False,0,0.0,True,False,"The candidate declines to answer, providing no factual content matching any gold answer.",1551,6,0,0,544,39,0.003162,0.003695,0.006857,1.362,req_011CeoGdJ1mDkRWr2qHWT7NC,2026-09-07T02:13:16Z,claude-sonnet-5,claude-opus-5,False
1183,pca_uc_512_sq8_np512,main,how many seasons of johnny bravo are there,"[""four""]",I don't know,end_turn,"[8283690, 33020, 6343158, 4674394, 93575, 1715355, 7696012, 5865508, 9950681, 1427597]",1.0,True,0,0.0,True,False,"The candidate declines to answer, providing no fact, whereas the gold answer is four seasons.",1909,6,0,0,533,45,0.003878,0.00379,0.007668,1.43,req_011CeoFkhK4Hxo98YjRcAuHm,2026-09-07T02:01:49Z,claude-sonnet-5,claude-opus-5,True
1191,pca_uc_512_sq8_np512,main,when does brooklyn nine nine season 5 episode 12,"[""March\u00a018,\u00a02018""]","Brooklyn Nine-Nine season 5 episode 12, ""Safe House,"" aired on March 18, 2018.",end_turn,"[4875760, 4875756, 4182567, 6429359, 4875763, 4182539, 4182548, 4182153, 4907971, 4182632]",1.0,True,0,0.375,False,True,"The candidate gives March 18, 2018, matching the gold answer exactly, with extra title detail.",1672,41,0,0,579,47,0.003754,0.00407,0.007824,1.494,req_011CeoFJgGLN5o6DQHtsnQGJ,2026-09-07T01:55:55Z,claude-sonnet-5,claude-opus-5,True
1216,pca_uc_512_sq8_np512,main,what flag is red and has a gold star,"[""flag of Vietnam"", ""Vietnam"", ""The flag of Vietnam""]",I don't know,end_turn,"[8426554, 8261520, 8426550, 7952054, 8426553, 310845, 8030328, 8268598, 7952057, 8426573]",1.0,False,0,0.0,True,False,"The candidate explicitly declines to answer, failing to identify Vietnam's flag.",1231,6,0,0,555,43,0.002522,0.00385,0.006372,1.274,req_011CeoH7Q4RwbGzx4gZTUB5w,2026-09-07T02:19:37Z,claude-sonnet-5,claude-opus-5,False
1217,pca_uc_512_sq8_np512,main,who expanded the palace of versailles to its present size,"[""Louis XIV"", ""Louis XV""]",Louis XIV,end_turn,"[7705859, 7705833, 7705860, 7705895, 7705837, 7705891, 4075954, 7705835, 7705827, 7705897]",1.0,True,1,1.0,False,True,"The candidate names Louis XIV, which matches one of the accepted gold answers exactly.",2904,8,0,0,548,44,0.005888,0.00384,0.009728,1.431,req_011CeoFZEjLj5TdqZjFEWaWy,2026-09-07T01:59:14Z,claude-sonnet-5,claude-opus-5,True
1244,pca_uc_512_sq8_np512,main,who wrote the song oh lord won't you buy me a mercedes benz,"[""Janis Joplin"", ""Bob Neuwirth"", ""Michael McClure""]",I don't know,end_turn,"[3891893, 3406514, 7456366, 3990616, 789393, 1820901, 8263075, 4304587, 8835516, 7839954]",0.9,True,0,0.0,True,False,"The candidate says it does not know, providing no factual answer.",2371,6,0,0,567,33,0.004802,0.00366,0.008462,1.385,req_011CeoGxVpT9hPpCZe5cZ7At,2026-09-07T02:17:36Z,claude-sonnet-5,claude-opus-5,True
1258,pca_uc_512_sq8_np512,main,who played harley in harley davidson and the marlboro man,"[""Mickey Rourke""]",I don't know,end_turn,"[6156574, 5347410, 7860710, 5711312, 2346121, 5750711, 2330856, 2191451, 9837200, 5711332]",0.9,False,0,0.0,True,False,The candidate declines to answer rather than identifying Mickey Rourke as the actor who played Harley.,3181,6,0,0,543,48,0.006422,0.003915,0.010337,1.541,req_011CeoF54YtYJPtUnGDAiZRU,2026-09-07T01:52:52Z,claude-sonnet-5,claude-opus-5,False
1278,pca_uc_512_sq8_np512,main,when was the last time the dodgers played yankees in the world series,"[""1981""]",I don't know,end_turn,"[8282387, 4443781, 5403596, 4443809, 4443768, 4662338, 5403619, 5403622, 4305451, 1375427]",1.0,True,0,0.0,True,False,"The candidate declined to answer, failing to state the gold fact of 1981.",2774,6,0,0,539,39,0.005608,0.00367,0.009278,1.356,req_011CeoFVN1Y49pwFPQHu4ZyG,2026-09-07T01:58:22Z,claude-sonnet-5,claude-opus-5,True
1279,pca_uc_512_sq8_np512,main,who has the highest paid contract in the nba,"[""Stephen Curry""]",Stephen Curry,end_turn,"[7178468, 7178476, 7178475, 7178477, 9597549, 2648059, 4193824, 6631022, 9597548, 302503]",0.9,True,1,1.0,False,True,"The candidate names Stephen Curry, exactly matching the gold answer.",2288,9,0,0,541,39,0.004666,0.00368,0.008346,1.389,req_011CeoGBRDddQFZL1UtGgLgM,2026-09-07T02:07:23Z,claude-sonnet-5,claude-opus-5,True
1282,pca_uc_512_sq8_np512,main,who got the most passing yards in the nfl,"[""Peyton Manning""]",Tom Brady,end_turn,"[983179, 2394870, 6078746, 983180, 6078765, 6078748, 2394843, 2394846, 3905908, 9553144]",1.0,True,0,0.0,False,False,"The candidate names Tom Brady, which differs from the gold answer Peyton Manning.",1727,8,0,0,540,44,0.003534,0.0038,0.007334,1.247,req_011CeoHMfH7i7zn84fhT8cLJ,2026-09-07T02:22:50Z,claude-sonnet-5,claude-opus-5,True
1287,pca_uc_512_sq8_np512,main,when did the song rapper's delight come out,"[""1979"", ""September 16, 1979""]",1979,end_turn,"[607114, 8555655, 9778659, 8889910, 9778680, 7356813, 3698521, 8889916, 8889927, 1109499]",0.9,True,1,1.0,False,True,"The candidate answer ""1979"" matches the gold answer exactly.",2300,4,0,0,540,38,0.00464,0.00365,0.00829,1.365,req_011CeoHKpDKsUTVxx6M4K3BD,2026-09-07T02:22:25Z,claude-sonnet-5,claude-opus-5,True
1289,pca_uc_512_sq8_np512,main,who sang how can you mend a broken heart first,"[""Bee Gees"", ""the Bee Gees""]",Bee Gees,end_turn,"[574672, 3772729, 8863365, 8861064, 2767200, 3772727, 8858287, 5112739, 6740276, 5112740]",1.0,True,1,1.0,False,True,"The candidate names the Bee Gees, matching the gold answer exactly.",1990,8,0,0,549,39,0.00406,0.00372,0.00778,1.243,req_011CeoGmTENgKC1cXZy28hKe,2026-09-07T02:15:05Z,claude-sonnet-5,claude-opus-5,True
1292,pca_uc_512_sq8_np512,main,where does the us launch space shuttles from,"[""Florida""]",Kennedy Space Center in Florida,end_turn,"[8922003, 8943935, 7038302, 8350606, 5395683, 7038298, 3887027, 3742853, 8333586, 8420428]",1.0,True,0,0.3333,False,True,"The candidate identifies Kennedy Space Center in Florida, matching the gold answer of Florida with additional accurate detail.",2637,15,0,0,542,56,0.005424,0.00411,0.009534,1.346,req_011CeoFXvEac8kJqzZZLEW8U,2026-09-07T01:58:55Z,claude-sonnet-5,claude-opus-5,True
1293,pca_uc_512_sq8_np512,main,a country having an island location and a country having continental location,"[""Australia""]",I don't know,end_turn,"[414837, 1482649, 414884, 1482654, 414889, 1482656, 414856, 414846, 1482652, 414891]",0.9,True,0,0.0,True,False,"The candidate declined to answer, failing to state the gold answer Australia.",1973,6,0,0,534,38,0.004006,0.00362,0.007626,1.309,req_011CeoHEatzdRHLZA8PErTgy,2026-09-07T02:21:13Z,claude-sonnet-5,claude-opus-5,True
