qid,arm,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,turns,hit_turn_cap,stop_reason,error,wall_clock_s,started_at,answer,any_file_hit,all_files_hit,symbol_hit,matched_files,judge_correct,judge_reason,cost_total_billed,cost_agent_billed,cost_judge_billed,cost_uncached_list,in_stuffed_prefix,difficulty,scaling_subset,size_point,corpus_tokens,corpus_files
q01,indexed,16655,887,0,0,2,False,end_turn,,12.222,2026-08-18T12:09:24Z,"## Answer

The actual resolution of a request's dependencies is performed by the `solve_dependencies` async function in **`fastapi/dependencies/utils.py`** (defined around line 585).

This function:
- Recursively iterates over `dependant.dependencies` (the sub-dependencies), calling itself for each sub-dependant to resolve nested dependencies first.
- Applies any `dependency_overrides_provider` overrides.
- Calls each dependency's callable — via `run_in_threadpool` (sync), direct `await call(...)` (async coroutine), or `_solve_generator` (for generator/yield-based dependencies with the appropriate `AsyncExitStack`, chosen based on `scope` — `""function""` vs `""request""`).
- Caches resolved values in `dependency_cache` (respecting `use_cache`).
- Extracts path, query, header, cookie, and body parameters into typed values via `request_params_to_args` and `request_body_to_args`.
- Assembles everything into a `SolvedDependency` dataclass containing `values`, `errors`, `background_tasks`, `response`, and `dependency_cache`.

It is invoked from several call sites depending on context:
- **`fastapi/routing.py`** in `get_request_handler` (around line 480) for standard HTTP path operations, right before calling `dependant.call(**solved_result.values)`.
- **`fastapi/routing.py`** in `get_websocket_app` (around line 782) for WebSocket endpoints.
- **`fastapi/routing.py`** in `APIRoute._solve_dependencies` (around line 2215), an `asynccontextmanager` wrapper used when handling routes with `dependant.dependencies` at the router/route-group level, which sets up the `fastapi_inner_astack`/`fastapi_function_astack` exit stacks in the ASGI scope before calling `solve_dependencies`.

So while several wrapper methods in `fastapi/routing.py` orchestrate *when* dependencies get solved (per-request, per-websocket, per-route-group), the actual dependency-solving logic lives in `solve_dependencies` in `fastapi/dependencies/utils.py`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer correctly identifies solve_dependencies in fastapi/dependencies/utils.py as the location where request dependency resolution occurs, with accurate supporting detail.",0.05079,0.04218,0.00861,0.04218,all,locate,true,M,1138485,1112
q21,agentic,5639,699,0,0,3,False,end_turn,,10.096,2026-08-18T12:09:42Z,"For each parameter in the endpoint's signature, `get_dependant` (in `fastapi/dependencies/utils.py`) calls:

1. **`analyze_param`** — for every parameter, passing `param_name`, `annotation`, `value` (the default), and `is_path_param` (determined via `get_path_param_names(path)`). This returns a `param_details` object describing whether the parameter is a sub-dependency (`Depends`/`Security`), a special non-field type, or a regular field.

2. Depending on the result of `analyze_param`:
   - If `param_details.depends is not None`, it recursively calls **`get_dependant`** again (with `call=param_details.depends.dependency`) to build a `sub_dependant`, which is appended to `dependant.dependencies`.
   - Otherwise, it calls **`add_non_field_param_to_dependency`** (passing `param_name`, `type_annotation=param_details.type_annotation`, and `dependant`) to check if the parameter is a special type like `Request`, `WebSocket`, `HTTPConnection`, etc.
   - If that returns falsy, it asserts `param_details.field is not None` and either appends the field to `dependant.body_params` (if it's a `params.Body`) or calls **`add_param_to_fields`** (passing `field=param_details.field` and `dependant`) to classify it into path/query/header/cookie params.",True,True,True,fastapi/dependencies/utils.py,True,"Correctly names analyze_param in fastapi/dependencies/utils.py as what get_dependant calls per parameter, with accurate surrounding detail despite minor imprecision about the sub-dependant helper.",0.036268,0.018268,0.018,0.018268,all,trace,true,M,1138485,1112
q17,indexed,15655,745,0,0,3,False,end_turn,,12.06,2026-08-18T12:10:00Z,"## Answer

In `fastapi/routing.py`, the `app` closure built and returned by `get_request_handler` (lines 375-746+):

1. **Invoking the endpoint**: it calls `await run_endpoint_function(dependant=dependant, values=solved_result.values, is_coroutine=is_coroutine)` (see `fastapi/routing.py:699-709`). `run_endpoint_function` (defined right after `serialize_response`, `fastapi/routing.py:341`+) is the function that actually calls `dependant.call(...)`, either awaiting it directly or running it in a threadpool depending on whether it's a coroutine function.

2. **Serialising the return value**: if the raw result from `run_endpoint_function` isn't already a `Response` instance, the handler calls `await serialize_response(field=response_field, response_content=raw_response, ...)` (`fastapi/routing.py:718-732`). `serialize_response` (`fastapi/routing.py:300-341`) validates the value against the route's response `ModelField` and serializes it (via `field.serialize_json`/`field.serialize`), falling back to `jsonable_encoder(response_content)` when there's no response field.

For streaming/SSE endpoints, the same `app` function uses an internal `_serialize_data` helper (`fastapi/routing.py:492-514`) that validates against `stream_item_field` and serializes with `stream_item_field.serialize_json`, or falls back to `jsonable_encoder` + `json.dumps`.",True,True,True,fastapi/routing.py,True,"The answer correctly identifies fastapi/routing.py's get_request_handler closure calling run_endpoint_function to invoke the endpoint and serialize_response to serialise the result, matching all expected symbols.",0.046645,0.03876,0.007885,0.03876,all,trace,true,M,1138485,1112
q03,agentic,10513,276,0,0,3,False,end_turn,,6.106,2026-08-18T12:10:16Z,"The handler is `request_validation_exception_handler` in `fastapi/exception_handlers.py` (lines 20-26), which returns a `JSONResponse` with `status_code=422`. It's registered as the default handler for `RequestValidationError` in `fastapi/applications.py` (around line 1005, inside `FastAPI.__init__`, via `self.exception_handlers` / `self.add_exception_handler`).",True,True,True,fastapi/exception_handlers.py,True,"The answer names the expected symbol request_validation_exception_handler in fastapi/exception_handlers.py returning a 422 JSONResponse, with accurate extra detail on registration.",0.029541,0.023786,0.005755,0.023786,all,locate,true,M,1138485,1112
q37,indexed,43207,1788,0,0,4,False,end_turn,,25.517,2026-08-18T12:10:26Z,"## How a `SecurityScopes` parameter gets populated

There are three stages involved, all in `fastapi/dependencies/utils.py` and `fastapi/dependencies/models.py`:

**1. Detecting the parameter (`get_dependant`, `add_non_field_param_to_dependency` — `fastapi/dependencies/utils.py`)**

When FastAPI builds the `Dependant` tree for a callable (`get_dependant`), each parameter is analyzed. If a parameter's type annotation is (a subclass of) `SecurityScopes`, `add_non_field_param_to_dependency` records its name:

```python
elif lenient_issubclass(type_annotation, SecurityScopes):
    dependant.security_scopes_param_name = param_name
    return True
```

This stores the parameter name on `dependant.security_scopes_param_name` (defined on the `Dependant` dataclass in `fastapi/dependencies/models.py`), rather than treating it as a normal request field.

**2. Propagating OAuth2 scopes through the dependency tree (`get_dependant`, `_get_oauth_scopes` — `fastapi/dependencies/models.py`)**

Each dependency declared with `Security(dependency, scopes=[...])` (rather than plain `Depends`) contributes its `scopes` list. In `get_dependant`, when a sub-dependency is a `params.Security` instance, its `scopes` become that sub-dependant's `own_oauth_scopes`, and the scopes accumulated from ancestors are passed down as `parent_oauth_scopes`:

```python
sub_own_oauth_scopes: list[str] = []
if isinstance(param_details.depends, params.Security):
    if param_details.depends.scopes:
        sub_own_oauth_scopes = list(param_details.depends.scopes)
sub_dependant = get_dependant(
    ...
    own_oauth_scopes=sub_own_oauth_scopes,
    parent_oauth_scopes=current_scopes,
    ...
)
```

The helper `_get_oauth_scopes(dependant)` (in `fastapi/dependencies/models.py`) combines a dependant's own scopes with its inherited parent scopes into the final ordered list of scopes for that dependant.

**3. Filling in the value at request-solving time (`solve_dependencies` — `fastapi/dependencies/utils.py`)**

When dependencies are actually solved for a request, if `dependant.security_scopes_param_name` is set, FastAPI builds a `SecurityScopes` instance using the accumulated scopes and injects it as the parameter value:

```python
if dependant.security_scopes_param_name:
    values[dependant.security_scopes_param_name] = SecurityScopes(
        scopes=_get_oauth_scopes(dependant=dependant)
    )
```

`SecurityScopes.__init__` (`fastapi/security/oauth2.py`) then stores `self.scopes` (list) and `self.scope_str` (space-joined string).

### Summary
- `get_dependant`/`add_non_field_param_to_dependency` recognize the `SecurityScopes`-typed parameter and remember its name (`Dependant.security_scopes_param_name`).
- `Security(...)`'s `scopes` argument attaches ""own"" scopes to that dependency node; `get_dependant` threads parent scopes down so nested dependencies accumulate scopes from all `Security(...)` declarations in the chain (`own_oauth_scopes`/`parent_oauth_scopes`, combined via `_get_oauth_scopes`).
- `solve_dependencies` builds the `SecurityScopes` object with the combined scope list and injects it into the dependency call's arguments at the parameter name discovered in step 1.",True,False,True,fastapi/security/oauth2.py;fastapi/dependencies/utils.py,True,"It correctly names get_dependant (recording security_scopes_param_name), solve_dependencies (constructing SecurityScopes), params.Security scopes, and SecurityScopes in fastapi/security/oauth2.py.",0.121909,0.104294,0.017615,0.104294,all,multi_hop,true,M,1138485,1112
q06,agentic,7106,547,0,0,3,False,end_turn,,10.191,2026-08-18T12:10:56Z,"The helper is `is_body_allowed_for_status_code(status_code)` defined in `fastapi/utils.py` (lines 26–40).

It returns `True` if `status_code` is `None` or one of the OpenAPI patterned range strings (`""default""`, `""1XX""`–`""5XX""`); otherwise it converts to `int` and returns `False` for codes `< 200` or in `{204, 205, 304}` (i.e., informational, no-content, reset-content, and not-modified codes, which per HTTP semantics must not carry a body), `True` otherwise.

It's used throughout the codebase to guard body-related behavior, e.g.:
- `fastapi/exception_handlers.py` (`http_exception_handler`) to decide whether to include content in the error response.
- `fastapi/routing.py` (in `serialize_response`/route setup) to skip serializing a body or to assert that additional status codes support bodies.
- `fastapi/openapi/utils.py` (`get_openapi_path`) to decide whether to add a response body schema for a given status code in the generated OpenAPI docs.",True,True,True,fastapi/utils.py,True,"The answer names is_body_allowed_for_status_code in fastapi/utils.py with accurate behavior details, matching the expected file and symbol.",0.026287,0.019682,0.006605,0.019682,all,locate,true,M,1138485,1112
q16,indexed,9762,415,0,0,3,False,end_turn,,9.887,2026-08-18T12:11:11Z,"`APIRoute.get_route_handler()` (in `fastapi/routing.py`) returns the request-handling coroutine function produced by `get_request_handler(...)` — i.e. a `Callable[[Request], Coroutine[Any, Any, Response]]` built from the route's dependant, body field, status code, response class/field, response-model settings, dependency overrides provider, embedded body fields, strict content type, and streaming fields.

That returned handler is then wrapped by `request_response()` when `APIRoute.__init__` sets `self.app = request_response(self.get_route_handler())` (`fastapi/routing.py`, around line 1223), turning the request handler into an ASGI application (`self.app`) that Starlette can call.",True,True,True,fastapi/routing.py,True,"The answer correctly names fastapi/routing.py, get_route_handler returning get_request_handler's coroutine, and request_response wrapping it in __init__ as self.app, matching expected files and symbols.",0.030154,0.023674,0.00648,0.023674,all,trace,true,M,1138485,1112
q16,agentic,5216,443,0,0,3,False,end_turn,,9.085,2026-08-18T12:11:25Z,"`APIRoute.get_route_handler()` returns the value of `get_request_handler(...)` (defined in `fastapi/routing.py`), which is a coroutine function `app(request: Request) -> Response`. This returned handler is then wrapped by Starlette's `request_response()` helper (imported from `starlette.routing`) in `APIRoute.__init__`:

```python
self.app = request_response(self.get_route_handler())
```

So `request_response` wraps the coroutine produced by `get_route_handler`, converting it into an ASGI application that becomes `self.app` for the route (`fastapi/routing.py`, lines ~1223-1236).",True,True,True,fastapi/routing.py,True,"It correctly names fastapi/routing.py, get_route_handler returning get_request_handler's async app, wrapped by Starlette's request_response in APIRoute.__init__.",0.023042,0.014862,0.00818,0.014862,all,trace,true,M,1138485,1112
q21,indexed,20849,991,0,0,3,False,end_turn,,13.745,2026-08-18T12:11:39Z,"In `get_dependant` (`fastapi/dependencies/utils.py:271-347`), for each parameter in the endpoint's signature it iterates `endpoint_signature.parameters.items()` and calls, in order:

1. **`analyze_param(param_name=..., annotation=param.annotation, value=param.default, is_path_param=...)`** — this inspects the parameter's type annotation/`Annotated` metadata and default value to classify it, returning a `ParamDetails` (with `type_annotation`, `depends`, and `field`).

2. If `param_details.depends is not None` (i.e., the parameter is a `Depends`/`Security`):
   - It recursively calls **`get_dependant(...)`** again (with the sub-dependency's `call`, propagated `path`, `own_oauth_scopes`, `parent_oauth_scopes`, `use_cache`, and `scope`) to build a **`sub_dependant`**, which is appended to `dependant.dependencies`.

3. Otherwise, it calls **`add_non_field_param_to_dependency(param_name=..., type_annotation=param_details.type_annotation, dependant=dependant)`** — this checks if the parameter type is one of FastAPI's special non-field types (`Request`, `WebSocket`, `HTTPConnection`, `Response`, `BackgroundTasks`, `SecurityScopes`) and, if so, sets the corresponding `*_param_name` attribute on `dependant`.

4. If it's not a special non-field param, then (asserting `param_details.field is not None`) it either:
   - appends the field to `dependant.body_params` if it's a `params.Body` field, or
   - calls **`add_param_to_fields(field=param_details.field, dependant=dependant)`** — which routes the `ModelField` into `dependant.path_params`, `query_params`, `header_params`, or `cookie_params` based on the field's `field_info.in_` (`ParamTypes`).

So the three functions called per parameter are: `analyze_param`, then either `get_dependant` (recursively, for sub-dependencies) or `add_non_field_param_to_dependency`, and finally `add_param_to_fields` (for non-body fields) — all defined in `fastapi/dependencies/utils.py`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer correctly identifies analyze_param being called per parameter in get_dependant in fastapi/dependencies/utils.py, with accurate additional detail about subsequent handling.",0.060433,0.051608,0.008825,0.051608,all,trace,true,M,1138485,1112
q22,agentic,6959,594,0,0,3,False,end_turn,,10.401,2026-08-18T12:11:57Z,"Based on `fastapi/dependencies/utils.py`, `solve_dependencies` (lines 586–731) calls:

- **`request_params_to_args`** — three times, to convert `dependant.path_params`, `dependant.query_params`, `dependant.header_params`, and `dependant.cookie_params` (matched against `request.path_params`, `request.query_params`, `request.headers`, `request.cookies`) into keyword argument values/errors.
- **`request_body_to_args`** — (awaited) to convert the parsed `body_params` and the received `body` into argument values/errors when `dependant.body_params` is set.
- Recursively itself (`solve_dependencies`) for each `sub_dependant` in `dependant.dependencies`, plus `get_dependant` (when dependency overrides are used) and `_solve_generator` for generator-based sub-dependencies, whose resolved results are merged into `values`.

Together these populate the `values` dict (plus special injections like `request`, `response`, `background_tasks`, `SecurityScopes`) that becomes the endpoint's call arguments, returned as part of the `SolvedDependency` result.",True,True,True,fastapi/dependencies/utils.py,True,Names the right file and the key helpers request_params_to_args and request_body_to_args within solve_dependencies; the minor 'three times' miscount doesn't affect the identified location or behavior.,0.028288,0.019858,0.00843,0.019858,all,trace,true,M,1138485,1112
q31,indexed,16848,579,0,0,3,False,end_turn,,10.207,2026-08-18T12:12:12Z,"The default handler is `request_validation_exception_handler` in `fastapi/exception_handlers.py` (lines 22-28), which returns a `JSONResponse` with `status_code=422` and `content={""detail"": jsonable_encoder(exc.errors())}`.

It is registered on the application in `fastapi/applications.py`, inside `FastAPI.__init__`, where:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

This sets it as the default handler in the app's `exception_handlers` dict (around lines 973-1005 of `fastapi/applications.py`), unless the user overrides it (e.g., via `@app.exception_handler(RequestValidationError)`, as shown in `docs_src/handling_errors/tutorial005_py310.py` and `tutorial006_py310.py`).",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py and its setdefault registration with RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching expectations.",0.046466,0.039486,0.00698,0.039486,all,multi_hop,true,M,1138485,1112
q01,agentic,9785,749,0,0,4,False,end_turn,,12.691,2026-08-18T12:12:25Z,"The dependency resolution logic itself lives in `fastapi/dependencies/utils.py`, in the async function `solve_dependencies` (with the helper `_solve_generator` for generator-based dependencies). This function:

- Recursively resolves each `sub_dependant` in `dependant.dependencies` (calling itself recursively), applying dependency overrides if configured.
- Calls the dependency callable appropriately: via `_solve_generator` (using an `AsyncExitStack`) for generator/async-generator dependencies, via `await call(...)` for coroutine functions, or via `run_in_threadpool` for plain sync functions.
- Uses a `dependency_cache` to avoid recomputation when `use_cache` is set.
- Returns a `SolvedDependency` dataclass containing resolved `values`, any `errors`, `background_tasks`, `response`, and the updated `dependency_cache`.

This function is then invoked from the actual request-handling code in `fastapi/routing.py` — e.g. in `get_request_handler`'s inner `app` function (around line 481), in the WebSocket handler (around line 783), and in `APIRoute._solve_dependencies`/`_dependant_call` handling (around lines 2193–2234), which call `solve_dependencies` with the actual `Request`/`WebSocket` object to produce the values ultimately passed into the endpoint function.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names fastapi/dependencies/utils.py and solve_dependencies as the location of dependency resolution, matching the expected file and symbol, with accurate supporting detail.",0.034365,0.02706,0.007305,0.02706,all,locate,true,M,1138485,1112
q06,indexed,5292,391,0,0,2,False,end_turn,,7.718,2026-08-18T12:12:42Z,"The helper is `is_body_allowed_for_status_code(status_code)` defined in `fastapi/utils.py` (lines 26-40).

It works as follows:
- Returns `True` if `status_code` is `None`.
- Returns `True` if `status_code` is one of the OpenAPI-style pattern strings (`""default""`, `""1XX""`, `""2XX""`, `""3XX""`, `""4XX""`, `""5XX""`).
- Otherwise converts to `int` and returns `False` for status codes `< 200` or in `{204, 205, 304}` (i.e., codes that per HTTP semantics must not have a body), and `True` otherwise.

This helper is used in:
- `fastapi/exception_handlers.py` (`http_exception_handler`) to decide whether to return a body-less `Response` or a `JSONResponse` with detail.
- `fastapi/routing.py` (in the response serialization logic) to blank out `response.body` when the status code doesn't allow a body.",True,True,True,fastapi/utils.py,True,"The answer names is_body_allowed_for_status_code in fastapi/utils.py with accurate behavior details, matching the expected file and symbol.",0.020939,0.014494,0.006445,0.014494,all,locate,true,M,1138485,1112
q37,agentic,66910,2042,0,0,8,False,end_turn,,32.155,2026-08-18T12:12:53Z,"I now have the full picture.

## How `SecurityScopes` gets populated

**1. Detection during signature analysis** (`fastapi/dependencies/utils.py`):
- `analyze_param()` treats a parameter annotated as `SecurityScopes` as a ""non-field"" special parameter (like `Request`, `Response`, etc.) rather than a normal query/body param (lines ~476‑489).
- `add_non_field_param_to_dependency()` checks `lenient_issubclass(type_annotation, SecurityScopes)` and records the parameter's name on `dependant.security_scopes_param_name` (line 368‑370).

**2. Scope accumulation while building the dependency tree** (`get_dependant()` in `fastapi/dependencies/utils.py`, and `Dependant` in `fastapi/dependencies/models.py`):
- When a sub-dependency is declared via `Security(dependency, scopes=[...])` (a `params.Security` instance, subclass of `params.Depends`), `get_dependant()` extracts `param_details.depends.scopes` into `sub_own_oauth_scopes` and passes it as `own_oauth_scopes` to the recursive `get_dependant()` call for that sub-dependant (lines 318‑330). It also passes down `parent_oauth_scopes=current_scopes`, where `current_scopes` is the accumulation of the current dependant's own + inherited scopes (line 290).
- Each `Dependant` therefore stores `own_oauth_scopes` (scopes declared on this specific `Security(...)`) and `parent_oauth_scopes` (scopes inherited from dependants above it in the tree).
- `_get_oauth_scopes(dependant)` in `fastapi/dependencies/models.py` combines `parent_oauth_scopes` + `own_oauth_scopes` (deduplicated, order preserved) to compute the full effective scope list for a given dependant.

**3. Injection at solve time** (`solve_dependencies()` in `fastapi/dependencies/utils.py`, lines 721‑724):
```python
if dependant.security_scopes_param_name:
    values[dependant.security_scopes_param_name] = SecurityScopes(
        scopes=_get_oauth_scopes(dependant=dependant)
    )
```
So whichever function/dependency has a `SecurityScopes`-typed parameter gets a `SecurityScopes` instance built from `_get_oauth_scopes`, i.e. the merged scopes declared by every `Security(...)` in the chain from the path operation down to (and including) that dependant.

This is why in typical usage you declare `security_scopes: SecurityScopes` inside a dependency function that is itself used via `Security(get_current_user, scopes=[...])` at various points in the dependency tree — each usage's scopes get merged and passed in.

**Key files/symbols**: `fastapi/params.py` (`Security` class), `fastapi/param_functions.py` (`Security()` factory), `fastapi/dependencies/utils.py` (`analyze_param`, `add_non_field_param_to_dependency`, `get_dependant`, `solve_dependencies`), `fastapi/dependencies/models.py` (`Dependant`, `_get_oauth_scopes`), `fastapi/security/oauth2.py` (`SecurityScopes` class definition).",True,True,True,fastapi/security/oauth2.py;fastapi/dependencies/utils.py;fastapi/params.py,True,"It identifies SecurityScopes in fastapi/security/oauth2.py, Security in params.py, and get_dependant/solve_dependencies in dependencies/utils.py, correctly describing scope accumulation and injection.",0.167835,0.15424,0.013595,0.15424,all,multi_hop,true,M,1138485,1112
q22,indexed,23957,647,0,0,3,False,end_turn,,12.841,2026-08-18T12:13:30Z,"## Answer

In `fastapi/dependencies/utils.py`, `solve_dependencies` turns the incoming `Request`/`WebSocket` into endpoint call arguments (the `values` dict) by calling:

1. **`request_params_to_args`** — called four times to extract and validate `path_params`, `query_params`, `header_params`, and `cookie_params` from the request (`request.path_params`, `request.query_params`, `request.headers`, `request.cookies`), merging results into `values` via `values.update(...)`.

2. **`request_body_to_args`** — called (only if `dependant.body_params` is non-empty) to parse/validate the request body (`body`) into the corresponding argument values, using `embed_body_fields` to determine whether to treat the body as a single field or embedded fields.

3. It also recursively calls itself, **`solve_dependencies`**, for each sub-dependency in `dependant.dependencies`, resolving nested `Depends()` values and merging their results into `values` before assembling path/query/header/cookie/body args for the current dependant.

After these calls, it directly assigns special values (request/websocket object, `BackgroundTasks`, `Response`, `SecurityScopes`) into `values` and returns a `SolvedDependency(values=values, errors=errors, ...)`, which callers (e.g. `fastapi/routing.py`'s `get_request_handler`/`get_websocket_app`) then use as `dependant.call(**solved_result.values)`.",True,True,True,fastapi/dependencies/utils.py,True,"The answer names the correct file and both expected helper functions, request_params_to_args and request_body_to_args, with accurate detail on how values are assembled.",0.061699,0.054384,0.007315,0.054384,all,trace,true,M,1138485,1112
q02,agentic,2428,233,0,0,2,False,end_turn,,8.136,2026-08-18T12:13:47Z,"The function is **`jsonable_encoder`**, defined in `fastapi/encoders.py`. It recursively converts arbitrary Python objects (Pydantic models, dataclasses, enums, datetime types, sets, etc.) into JSON-compatible types (dict, list, str, int, float, bool, None) before responses are serialized (e.g., used internally by `fastapi.responses.JSONResponse`/route response handling).",True,True,True,fastapi/encoders.py,True,"The answer names jsonable_encoder in fastapi/encoders.py, matching the expected file and symbol, with accurate description of its recursive conversion behaviour.",0.012831,0.007186,0.005645,0.007186,all,locate,true,M,1138485,1112
q02,indexed,8960,250,0,0,2,False,end_turn,,7.1,2026-08-18T12:13:58Z,"The function is `jsonable_encoder` defined in `fastapi/encoders.py`. It recursively converts arbitrary Python objects (Pydantic models, dataclasses, enums, paths, dicts, lists/sets/tuples, and other types via registered encoders) into JSON-compatible types (`str`, `int`, `float`, `bool`, `None`, `dict`, `list`) so they can be safely serialized into a response. FastAPI uses it internally before encoding responses, as shown in `docs_src/encoder/tutorial001_py310.py`.",True,True,True,fastapi/encoders.py,True,The answer correctly names jsonable_encoder in fastapi/encoders.py and accurately describes its recursive conversion of objects into JSON-compatible types before response serialization.,0.026385,0.02042,0.005965,0.02042,all,locate,true,M,1138485,1112
q17,agentic,19403,789,0,0,5,False,end_turn,,15.095,2026-08-18T12:14:09Z,"For the standard (non-streaming) code path, the handler created in `fastapi/routing.py`'s `get_request_handler` (the inner `app` function) does two things:

1. **Invokes the endpoint** by calling `run_endpoint_function(dependant=dependant, values=solved_result.values, is_coroutine=is_coroutine)` (defined at `fastapi/routing.py:344`), which awaits the dependant's `call` if it's a coroutine or runs it in a thread pool otherwise.

2. **Serialises the return value** by calling `serialize_response(field=response_field, response_content=raw_response, ...)` (defined at `fastapi/routing.py:301`), unless the raw response is already a `Response` instance, in which case it's used directly.

(For streaming/SSE endpoints there's a separate path using `_serialize_data`/`_serialize_sse_item`, which calls `stream_item_field.serialize_json` or `jsonable_encoder`/`json.dumps`, but the core ""invoke + serialize"" calls are `run_endpoint_function` and `serialize_response`.)",True,True,True,fastapi/routing.py,True,"The answer correctly names fastapi/routing.py's get_request_handler calling run_endpoint_function to invoke the endpoint and serialize_response to serialise the result, matching expected symbols.",0.053766,0.046696,0.00707,0.046696,all,trace,true,M,1138485,1112
q03,indexed,3954,312,0,0,2,False,end_turn,,5.431,2026-08-18T12:14:28Z,"The default handler that converts a `RequestValidationError` into a 422 JSON response is `request_validation_exception_handler`, defined in **`fastapi/exception_handlers.py`**:

```python
async def request_validation_exception_handler(
    request: Request, exc: RequestValidationError
) -> JSONResponse:
    return JSONResponse(
        status_code=422,
        content={""detail"": jsonable_encoder(exc.errors())},
    )
```

This is the function FastAPI registers by default (and that examples like `docs_src/handling_errors/tutorial006_py310.py` call directly) to produce the 422 response for validation errors. There's also a companion `websocket_request_validation_exception_handler` in the same file for WebSocket validation errors.",True,True,True,fastapi/exception_handlers.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py, matching the expected file and symbol, with accurate supporting detail.",0.017128,0.011028,0.0061,0.011028,all,locate,true,M,1138485,1112
q31,agentic,8640,609,0,0,3,False,end_turn,,10.071,2026-08-18T12:14:36Z,"## Answer

The 422 response is formatted by `request_validation_exception_handler`, defined in `fastapi/exception_handlers.py`. When a `RequestValidationError` is raised, this async function returns a `JSONResponse` with `status_code=422` and a `{""detail"": jsonable_encoder(exc.errors())}` body.

It is registered as the default handler for `RequestValidationError` on the `FastAPI` application in `fastapi/applications.py`, inside the `FastAPI.__init__` method:

```python
self.exception_handlers.setdefault(
    RequestValidationError, request_validation_exception_handler
)
```

This sets it as a default entry in `self.exception_handlers` (a dict on the app instance), so it is used unless the user overrides it with their own `@app.exception_handler(RequestValidationError)` handler.",True,True,True,fastapi/exception_handlers.py;fastapi/applications.py,True,"The answer correctly names request_validation_exception_handler in fastapi/exception_handlers.py and its registration for RequestValidationError in FastAPI.__init__ in fastapi/applications.py, matching expected files and symbols.",0.030385,0.02337,0.007015,0.02337,all,multi_hop,true,M,1138485,1112
q06,agentic,7853,301,0,0,3,False,end_turn,,8.799,2026-08-18T09:30:13Z,"The helper is `is_body_allowed_for_status_code(status_code)` defined in `fastapi/utils.py`. It's used in `fastapi/routing.py`, `fastapi/exception_handlers.py`, and `fastapi/openapi/utils.py` to determine if a status code (e.g., 204, 304, or 1xx codes) permits a response body.",True,True,True,fastapi/utils.py,True,"The answer names is_body_allowed_for_status_code in fastapi/utils.py, matching the expected file and symbol, with accurate extra detail about its usage.",0.024221,0.018716,0.005505,0.018716,all,locate,True,L,6232509,2888
q02,indexed,15088,421,0,0,2,False,end_turn,,7.484,2026-08-18T09:30:43Z,"The function is `jsonable_encoder`, defined in `fastapi/encoders.py` (starting around line 130). 

It converts an arbitrary Python object—Pydantic models, dataclasses, enums, paths, dicts, lists/sets/tuples/deques, and other types with registered encoders (`ENCODERS_BY_TYPE`)—into JSON-compatible standard Python types (`dict`, `list`, `str`, `int`, `float`, `None`, etc.). As noted in the docstring in `fastapi/encoders.py`:

> ""Convert any object to something that can be encoded in JSON. This is used internally by FastAPI to make sure anything you return can be encoded as JSON before it is sent to the client.""

This is confirmed by the docs at `docs/en/docs/tutorial/encoder.md`, which state that `jsonable_encoder` is used internally by FastAPI to convert data before serialization.",True,True,True,fastapi/encoders.py,True,"The answer correctly identifies jsonable_encoder in fastapi/encoders.py, matching the expected file and symbol, with accurate supporting detail.",0.040776,0.034386,0.00639,0.034386,all,locate,True,L,6232509,2888
q03,indexed,3929,385,0,0,2,False,end_turn,,5.821,2026-08-18T09:31:39Z,"The default handler that converts a `RequestValidationError` into a 422 JSON response is `request_validation_exception_handler`, defined in **`fastapi/exception_handlers.py`**:

```python
async def request_validation_exception_handler(
    request: Request, exc: RequestValidationError
) -> JSONResponse:
    return JSONResponse(
        status_code=422,
        content={""detail"": jsonable_encoder(exc.errors())},
    )
```

This is the built-in FastAPI handler registered by default for `RequestValidationError` in the app. (The same file also defines `websocket_request_validation_exception_handler` for the WebSocket equivalent.)

Custom/example overrides of this handler exist in the docs examples, e.g. `docs_src/handling_errors/tutorial005_py310.py` and `docs_src/handling_errors/tutorial006_py310.py`, but the canonical framework-level definition is in `fastapi/exception_handlers.py`.",True,True,True,fastapi/exception_handlers.py,True,"The answer names request_validation_exception_handler in fastapi/exception_handlers.py, matching the expected file and symbol, with accurate supporting detail.",0.018173,0.011708,0.006465,0.011708,all,locate,True,L,6232509,2888
