qid,arm,subset,recall_at_10,answer_presence_at_10,presence_wb,idk,idk_corrected,judge_correct,gt_presence_old,gt_presence_wb,degenerate_golds,in_primary
2196,parametric,sanity,,,,True,True,False,True,True,False,False
2211,parametric,main,,,,False,True,False,True,True,False,True
2213,parametric,main,,,,True,True,False,False,False,False,False
2218,parametric,main,,,,True,True,False,True,True,False,True
2223,parametric,main,,,,True,True,False,False,False,False,False
2226,parametric,main,,,,True,True,False,False,False,False,False
2235,parametric,main,,,,False,False,True,True,True,False,True
2263,parametric,main,,,,True,True,False,True,True,False,True
2275,parametric,main,,,,True,True,False,False,False,False,False
2277,parametric,main,,,,False,False,False,True,True,False,True
2280,parametric,sanity,,,,True,True,False,False,False,False,False
2284,parametric,main,,,,False,False,True,True,False,True,False
2286,parametric,main,,,,True,True,False,True,True,False,True
2295,parametric,main,,,,False,False,False,True,True,False,True
2297,parametric,main,,,,True,True,False,True,False,False,False
2306,parametric,main,,,,True,True,False,True,True,False,True
2310,parametric,main,,,,True,True,False,True,True,False,True
2318,parametric,main,,,,True,True,False,True,True,False,True
2325,parametric,main,,,,True,True,False,True,True,False,True
2329,parametric,main,,,,True,True,False,True,True,False,True
2332,parametric,main,,,,True,True,False,True,True,False,True
2337,parametric,main,,,,True,True,False,True,True,False,True
2340,parametric,main,,,,True,True,False,False,False,False,False
2341,parametric,sanity,,,,True,True,False,False,False,False,False
2349,parametric,main,,,,False,False,True,True,False,False,False
2366,parametric,main,,,,False,False,True,True,True,False,True
2373,parametric,main,,,,True,True,False,True,True,False,True
2379,parametric,main,,,,True,True,False,True,True,False,True
2391,parametric,main,,,,True,True,False,True,True,False,True
2393,parametric,main,,,,True,True,False,True,True,False,True
2398,parametric,main,,,,True,True,False,True,True,False,True
2401,parametric,main,,,,False,False,True,True,True,False,True
2404,parametric,main,,,,False,False,True,False,False,False,False
2425,parametric,main,,,,True,True,False,True,True,False,True
2430,parametric,main,,,,True,True,False,True,True,False,True
2458,parametric,main,,,,True,True,False,True,True,False,True
2468,parametric,main,,,,True,True,False,True,True,False,True
2469,parametric,main,,,,True,True,False,True,True,False,True
2479,parametric,main,,,,True,True,False,True,False,False,False
2492,parametric,sanity,,,,False,False,True,True,True,False,False
2495,parametric,main,,,,True,True,False,True,True,False,True
2501,parametric,main,,,,True,True,False,True,True,False,True
2502,parametric,main,,,,True,True,False,True,True,False,True
2504,parametric,main,,,,False,False,True,True,True,False,True
2510,parametric,main,,,,True,True,False,True,False,True,False
2514,parametric,main,,,,True,True,False,True,True,False,True
2516,parametric,main,,,,True,True,False,False,False,False,False
2518,parametric,main,,,,True,True,False,True,True,False,True
2522,parametric,sanity,,,,True,True,False,False,False,False,False
2525,parametric,main,,,,True,True,False,True,True,False,True
2528,parametric,main,,,,True,True,False,True,False,False,False
2531,parametric,main,,,,False,False,False,True,True,False,True
2533,parametric,main,,,,True,True,False,True,True,False,True
2538,parametric,sanity,,,,False,False,True,True,True,False,False
2542,parametric,main,,,,True,True,False,True,True,False,True
2557,parametric,main,,,,True,True,False,False,False,False,False
2562,parametric,main,,,,True,True,False,False,False,False,False
2571,parametric,main,,,,True,True,False,True,True,False,True
2576,parametric,main,,,,False,False,True,True,True,False,True
2587,parametric,main,,,,True,True,False,True,True,False,True
2589,parametric,main,,,,True,True,False,True,True,False,True
2594,parametric,main,,,,True,True,False,True,True,False,True
2595,parametric,main,,,,True,True,False,False,False,False,False
2606,parametric,main,,,,False,False,True,True,True,False,True
2609,parametric,main,,,,False,False,True,False,False,False,False
2611,parametric,main,,,,False,False,False,True,True,False,True
2617,parametric,main,,,,True,True,False,True,False,False,False
2620,parametric,main,,,,False,False,True,True,True,False,True
2621,parametric,main,,,,True,True,False,True,True,False,True
2632,parametric,main,,,,False,False,True,True,True,False,True
2633,parametric,main,,,,False,False,True,True,True,False,True
2636,parametric,main,,,,True,True,False,True,True,False,True
2649,parametric,main,,,,True,True,False,True,True,False,True
2654,parametric,main,,,,True,True,False,True,True,False,True
2665,parametric,main,,,,True,True,False,True,True,False,True
2687,parametric,main,,,,True,True,False,True,True,False,True
2694,parametric,main,,,,True,True,False,True,True,False,True
2695,parametric,main,,,,True,True,False,True,True,False,True
2713,parametric,main,,,,True,True,False,True,True,False,True
2720,parametric,main,,,,False,False,True,True,True,False,True
2726,parametric,main,,,,False,False,True,True,True,False,True
2728,parametric,main,,,,False,False,True,True,True,False,True
2730,parametric,main,,,,True,True,False,True,True,False,True
2745,parametric,main,,,,True,True,False,False,False,False,False
2761,parametric,sanity,,,,True,True,False,False,False,False,False
2778,parametric,main,,,,False,False,True,True,True,False,True
2781,parametric,main,,,,True,True,False,True,True,False,True
2788,parametric,main,,,,True,True,False,True,True,False,True
2789,parametric,main,,,,False,False,True,True,True,False,True
2802,parametric,main,,,,False,False,True,True,True,False,True
2815,parametric,sanity,,,,True,True,False,True,True,False,False
2824,parametric,main,,,,True,True,False,False,False,False,False
2825,parametric,main,,,,True,True,False,False,False,False,False
2851,parametric,main,,,,True,True,False,True,True,False,True
2866,parametric,main,,,,True,True,False,True,True,False,True
2873,parametric,main,,,,True,True,False,True,True,False,True
2896,parametric,main,,,,False,False,True,True,True,False,True
2899,parametric,main,,,,True,True,False,True,True,False,True
2914,parametric,main,,,,True,True,False,True,True,False,True
2921,parametric,main,,,,True,True,False,True,True,False,True
2933,parametric,main,,,,True,True,False,True,True,False,True
2943,parametric,main,,,,True,True,False,True,False,False,False
2948,parametric,main,,,,True,True,False,True,True,False,True
2952,parametric,main,,,,True,True,False,True,True,False,True
2955,parametric,main,,,,False,False,True,True,True,False,True
2961,parametric,main,,,,False,False,True,True,False,False,False
3027,parametric,main,,,,True,True,False,True,True,False,True
3044,parametric,main,,,,True,True,False,True,True,False,True
3076,parametric,main,,,,True,True,False,True,True,False,True
3081,parametric,main,,,,True,True,False,True,True,False,True
3088,parametric,main,,,,True,True,False,False,False,False,False
3092,parametric,main,,,,True,True,False,True,True,False,True
3093,parametric,main,,,,True,True,False,True,True,False,True
3095,parametric,main,,,,True,True,False,True,True,False,True
3097,parametric,main,,,,False,False,True,True,True,False,True
3110,parametric,main,,,,False,False,True,True,True,False,True
3118,parametric,main,,,,True,True,False,True,True,False,True
3119,parametric,main,,,,True,True,False,True,True,False,True
3122,parametric,sanity,,,,True,True,False,True,True,False,False
3129,parametric,main,,,,True,True,False,True,True,False,True
3130,parametric,main,,,,True,True,False,False,False,False,False
3135,parametric,main,,,,True,True,False,True,True,False,True
3137,parametric,main,,,,False,False,True,True,True,False,True
3147,parametric,sanity,,,,True,True,False,True,False,False,False
3153,parametric,main,,,,True,True,False,True,True,False,True
3155,parametric,main,,,,False,False,True,True,True,False,True
3160,parametric,main,,,,True,True,False,True,True,False,True
3161,parametric,main,,,,True,True,False,True,True,False,True
3183,parametric,main,,,,True,True,False,True,True,False,True
3184,parametric,main,,,,True,True,False,True,True,False,True
3191,parametric,main,,,,True,True,False,True,True,False,True
3204,parametric,main,,,,False,False,True,True,True,False,True
3211,parametric,main,,,,True,True,False,True,True,False,True
3224,parametric,main,,,,True,True,False,True,True,False,True
3239,parametric,main,,,,True,True,False,True,True,False,True
3258,parametric,main,,,,True,True,False,True,True,False,True
3260,parametric,main,,,,True,True,False,True,True,False,True
3271,parametric,main,,,,True,True,False,True,True,False,True
3276,parametric,main,,,,True,True,False,True,True,False,True
3282,parametric,main,,,,True,True,False,True,True,False,True
3290,parametric,sanity,,,,True,True,False,False,False,False,False
3292,parametric,main,,,,True,True,False,True,True,False,True
3301,parametric,main,,,,True,True,False,True,True,False,True
3310,parametric,main,,,,False,False,False,True,True,False,True
3312,parametric,main,,,,True,True,False,False,False,False,False
3317,parametric,main,,,,True,True,False,True,True,False,True
3320,parametric,main,,,,True,True,False,True,True,False,True
3323,parametric,main,,,,True,True,False,True,True,False,True
3325,parametric,main,,,,True,True,False,False,False,False,False
3345,parametric,main,,,,True,True,False,True,True,False,True
3348,parametric,main,,,,False,False,True,True,True,False,True
3362,parametric,main,,,,True,True,False,True,True,False,True
3363,parametric,main,,,,False,False,True,False,False,False,False
3368,parametric,main,,,,True,True,False,True,True,False,True
3382,parametric,sanity,,,,True,True,False,True,True,False,False
3386,parametric,main,,,,True,True,False,True,True,False,True
3390,parametric,sanity,,,,True,True,False,True,True,False,False
3417,parametric,main,,,,True,True,False,True,True,False,True
3419,parametric,main,,,,True,True,False,True,True,False,True
3420,parametric,sanity,,,,True,True,False,True,True,False,False
3424,parametric,main,,,,True,True,False,True,True,False,True
3434,parametric,main,,,,True,True,False,True,True,False,True
3438,parametric,main,,,,True,True,False,True,True,False,True
3441,parametric,main,,,,True,True,False,True,True,False,True
3446,parametric,main,,,,False,False,True,True,True,False,True
3453,parametric,main,,,,True,True,False,False,False,False,False
3457,parametric,main,,,,True,True,False,False,False,False,False
3467,parametric,main,,,,True,True,False,False,False,False,False
3478,parametric,main,,,,True,True,False,True,False,False,False
3480,parametric,main,,,,True,True,False,True,True,False,True
3485,parametric,main,,,,True,True,False,False,False,False,False
3497,parametric,main,,,,True,True,False,True,False,False,False
3499,parametric,sanity,,,,True,True,False,True,True,False,False
3503,parametric,main,,,,True,True,False,True,True,False,True
3510,parametric,main,,,,True,True,False,True,True,False,True
3513,parametric,sanity,,,,True,True,False,False,False,False,False
3520,parametric,main,,,,False,False,True,True,False,False,False
3552,parametric,main,,,,True,True,False,True,False,True,False
3554,parametric,main,,,,False,False,True,True,True,False,True
3558,parametric,main,,,,False,False,True,True,True,False,True
3568,parametric,main,,,,True,True,False,True,True,False,True
3570,parametric,main,,,,True,True,False,True,True,False,True
3579,parametric,main,,,,False,False,False,True,False,False,False
3583,parametric,sanity,,,,True,True,False,False,False,False,False
3591,parametric,main,,,,True,True,False,True,True,False,True
3595,parametric,main,,,,False,False,False,True,True,False,True
3606,parametric,main,,,,True,True,False,True,True,False,True
3609,parametric,main,,,,True,True,False,True,True,False,True
13,pca_uc_384_sq8_np512,sanity,0.9,True,True,False,False,True,True,True,False,False
14,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
19,pca_uc_384_sq8_np512,main,1.0,True,False,True,True,False,True,False,True,False
30,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
45,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
60,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
66,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
71,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
82,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,False,False
92,pca_uc_384_sq8_np512,main,0.8,True,True,True,True,False,True,True,False,True
105,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
108,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
115,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
125,pca_uc_384_sq8_np512,main,1.0,True,False,False,False,False,True,False,False,False
129,pca_uc_384_sq8_np512,main,0.9,False,False,False,False,False,False,False,False,False
132,pca_uc_384_sq8_np512,main,1.0,True,False,False,False,True,True,False,True,False
146,pca_uc_384_sq8_np512,sanity,0.9,True,True,True,True,False,True,True,False,False
151,pca_uc_384_sq8_np512,main,1.0,False,False,False,False,False,False,False,False,False
153,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
180,pca_uc_384_sq8_np512,main,0.8,False,False,False,False,True,False,False,False,False
188,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
206,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
217,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
233,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
235,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,True,False,False,False,False
249,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
261,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
264,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
268,pca_uc_384_sq8_np512,main,0.7,True,True,False,False,True,True,True,False,True
279,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,True,True,False,True
286,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
287,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
290,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,True,False
291,pca_uc_384_sq8_np512,main,0.8,True,False,False,False,True,True,False,False,False
295,pca_uc_384_sq8_np512,main,0.9,True,False,False,False,True,True,False,False,False
296,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
307,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,True,True,True,False,True
318,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
319,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,False,False
323,pca_uc_384_sq8_np512,sanity,1.0,False,False,False,False,False,False,False,False,False
337,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
350,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
352,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
371,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
382,pca_uc_384_sq8_np512,main,1.0,False,False,False,False,True,False,False,False,False
399,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
400,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
416,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
419,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
421,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
422,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
424,pca_uc_384_sq8_np512,sanity,0.8,True,True,True,True,False,True,True,False,False
433,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
442,pca_uc_384_sq8_np512,main,0.9,True,False,False,False,True,True,False,False,False
444,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
447,pca_uc_384_sq8_np512,main,0.8,False,False,False,False,True,False,False,False,False
450,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
453,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,False,True,True,False,True
462,pca_uc_384_sq8_np512,sanity,1.0,False,False,True,True,False,False,False,False,False
476,pca_uc_384_sq8_np512,main,0.9,True,False,False,False,True,True,False,False,False
478,pca_uc_384_sq8_np512,sanity,1.0,True,True,False,False,True,True,True,False,False
482,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
484,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
486,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
488,pca_uc_384_sq8_np512,main,0.9,False,False,False,False,False,False,False,False,False
491,pca_uc_384_sq8_np512,main,1.0,True,False,True,True,False,True,False,False,False
496,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
501,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
508,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
513,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
518,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
519,pca_uc_384_sq8_np512,sanity,0.9,True,True,True,True,False,True,True,False,False
523,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,True,True,True,False,True
524,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
531,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
535,pca_uc_384_sq8_np512,sanity,0.9,True,True,True,True,False,True,True,False,False
537,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
551,pca_uc_384_sq8_np512,main,1.0,True,False,True,True,False,True,False,True,False
552,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
553,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
559,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
565,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
571,pca_uc_384_sq8_np512,sanity,0.9,True,True,False,False,True,True,True,False,False
590,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
591,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
604,pca_uc_384_sq8_np512,main,0.8,False,False,True,True,False,False,False,False,False
606,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
614,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
617,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
619,pca_uc_384_sq8_np512,sanity,0.9,False,False,True,True,False,False,False,False,False
621,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
637,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
642,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
644,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
652,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
658,pca_uc_384_sq8_np512,sanity,1.0,False,False,True,True,False,False,False,False,False
684,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
697,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
701,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,True,True,True,False,True
705,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
715,pca_uc_384_sq8_np512,main,1.0,False,False,False,False,False,False,False,False,False
726,pca_uc_384_sq8_np512,main,0.9,False,False,False,False,False,False,False,False,False
753,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
754,pca_uc_384_sq8_np512,main,0.8,True,True,True,True,False,True,True,False,True
775,pca_uc_384_sq8_np512,sanity,0.8,False,False,True,True,False,False,False,False,False
782,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
784,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
787,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
802,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
823,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
826,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
841,pca_uc_384_sq8_np512,main,0.8,False,False,True,True,False,False,False,False,False
845,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
855,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
861,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
868,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
873,pca_uc_384_sq8_np512,main,0.9,False,False,False,False,True,False,False,False,False
883,pca_uc_384_sq8_np512,sanity,1.0,False,False,True,True,False,False,False,False,False
884,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
891,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
896,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
901,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,False,True,True,False,True
905,pca_uc_384_sq8_np512,sanity,1.0,True,True,False,False,True,True,True,False,False
907,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
919,pca_uc_384_sq8_np512,sanity,1.0,True,True,False,False,False,True,True,False,False
931,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
937,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
944,pca_uc_384_sq8_np512,main,1.0,False,False,False,False,False,False,False,False,False
966,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
967,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
970,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
972,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
978,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
987,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
990,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
992,pca_uc_384_sq8_np512,main,0.8,True,True,True,True,False,True,True,False,True
1000,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1001,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
1003,pca_uc_384_sq8_np512,main,1.0,True,False,True,True,False,True,False,False,False
1005,pca_uc_384_sq8_np512,main,1.0,True,False,False,False,False,True,False,False,False
1016,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1020,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
1026,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1028,pca_uc_384_sq8_np512,main,0.9,True,False,False,False,False,True,False,False,False
1032,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
1048,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1056,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
1063,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1065,pca_uc_384_sq8_np512,main,1.0,True,False,False,False,False,True,False,False,False
1066,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1071,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1081,pca_uc_384_sq8_np512,sanity,1.0,True,True,True,True,False,True,True,False,False
1085,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1088,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1089,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1093,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
1094,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,True,False
1103,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,False,True,True,False,True
1106,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1108,pca_uc_384_sq8_np512,main,0.9,False,False,False,False,True,True,False,False,False
1113,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1114,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1118,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1122,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,False,False,False,False
1125,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
1148,pca_uc_384_sq8_np512,main,1.0,True,True,False,True,False,True,True,False,True
1155,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1158,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1174,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
1183,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1191,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,True,False,False,False
1216,pca_uc_384_sq8_np512,main,0.8,False,False,True,True,False,False,False,False,False
1217,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1244,pca_uc_384_sq8_np512,main,0.7,True,True,True,True,False,True,True,False,True
1258,pca_uc_384_sq8_np512,main,0.7,False,False,True,True,False,False,False,False,False
1278,pca_uc_384_sq8_np512,main,1.0,True,True,True,True,False,True,True,False,True
1279,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
1282,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
1287,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1289,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1292,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1293,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1313,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,False,True,True,False,True
1320,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1322,pca_uc_384_sq8_np512,main,0.8,True,True,False,False,True,True,True,False,True
1327,pca_uc_384_sq8_np512,sanity,0.9,False,False,False,False,True,False,False,False,False
1333,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1336,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1338,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1342,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,True,False
1348,pca_uc_384_sq8_np512,sanity,0.9,False,False,False,True,False,False,False,False,False
1370,pca_uc_384_sq8_np512,main,1.0,True,True,False,True,False,True,True,False,True
1372,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1375,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1376,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,False,False,False,False
1396,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1418,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1419,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1423,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1427,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,True,True,True,False,True
1433,pca_uc_384_sq8_np512,main,0.9,False,False,True,True,False,True,True,False,True
1437,pca_uc_384_sq8_np512,main,0.9,True,True,True,True,False,True,True,False,True
1438,pca_uc_384_sq8_np512,main,1.0,True,False,False,False,True,True,False,False,False
1458,pca_uc_384_sq8_np512,sanity,1.0,False,False,False,False,False,False,False,False,False
1463,pca_uc_384_sq8_np512,main,0.6,True,True,False,False,True,True,True,False,True
1466,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1470,pca_uc_384_sq8_np512,sanity,0.9,False,False,True,True,False,False,False,False,False
1471,pca_uc_384_sq8_np512,main,0.9,True,False,True,True,False,True,False,True,False
1480,pca_uc_384_sq8_np512,main,0.8,True,True,True,True,False,True,True,False,True
1484,pca_uc_384_sq8_np512,main,1.0,True,False,True,True,False,True,False,False,False
1487,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1490,pca_uc_384_sq8_np512,main,1.0,False,False,True,True,False,False,False,False,False
1496,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1501,pca_uc_384_sq8_np512,main,1.0,True,True,False,False,False,True,True,False,True
1507,pca_uc_384_sq8_np512,main,0.9,True,True,False,False,True,True,True,False,True
1508,pca_uc_384_sq8_np512,sanity,1.0,True,True,False,False,True,True,True,False,False
